text,sentiment
Ask for a sea view room.,neutral
Suits have more space and privacy,neutral
Not 5 star,negative
"We were at Heritance Ahungalla last weekend and were treated like VIP""S ! Special mention is made about - the staff - extremely courteous and friendly, without exception ie from reception to the restaurant. Special mention is made of Gamini Wijetunge, Head of F & B and his Assistant, Thushara, who went the extra mile to make our short stay memorable.l The food was superb - the buffet was fantastic, be it breakfast , Lunch or Dinner... - what a spread !! - Also the rooms are well designed, ( plenty of power outlets to charge phones, IPads and laptops) comfy beds, clean linen and towels,and of course, we were pampered with a fruit basket in our room !. The bathroom was large, with a rain shower and a bathtub, specially the Luxury Room we were in. This review is not complete without a special mention about the infinity pool . Lovely view of the Ocean,,and although the pool is massive , you can wade in - safe for kids - with a specially demarcated deep end area and the the hotel looks like a fairyland in the night from the pool side... Thank you all, for the wonderful stay. We will come back ! Ranjit and Kuveni Wijeratne",negative
Relaxing and wonderful Staff,positive
The rooms overlooking the residents pool tend to be for westerners,neutral
"Have just returned from a two week trip to Sri Lanka (Nov04) where we based ourselves at the Triton Hotel, Ahungalla. I must say although the hotel needs a overhaul ( due to be completed from May05toNov05) we had a wonderfull stay there. The food was excellant at all times. The initial room was also lovely but upon discovery of a small leak we were instantly upgraded to a suite with no questions asked by the hotel. What seemed to set the hotel apart was simply its level of service. All employees from maintenance to guest relations were excellent and couldnt do enough to help. Weddings were also a source of pleasure as the hotel puts a real show on with the dancers, elephant and evening fireworks. The only downside was the beach sellers who are quite persistent and initially put you off visiting the beach. However after a few days they recognise and it becomes far less a hassle. Altogether a lovely hotel experience for the price.",neutral
"experienced relaxing weekend with friendly staff and tasty foods at heritance ahungalla ...Scenic beauty of the sea & the cleaned wide beach nowhere else in the south West coast. ,lovely lobby design and ambiance express the uniqueness of the Heritance where inheritance blended with heritage blessings. Special thank to zashin,indika at the pool bar and the R/boy for the special arrangements done to surprise my GF Thankz GG",positive
"If you can, try and get a sea view to top off the experience.",neutral
Should be renewed,neutral
1-الفندق ليس في بنتوتا 2- الغرفة ليست مطلة 3-بوفية الفطور والعشاء ممتازه 4-لا يوجد فعاليات ممتعه داخل المنتجع 5-حجم الغرفة ممتاز,neutral
"Every so often even the mighty falter. What matters is recovery. After an impressive check-in, things went south at dinner. Inattentive service, cold food and total apathy left me wondering if this was the wrong place to spend three nights. I usually provide feedback at the end of my stay, but this bothered me enough that I penned an email to the corporate office that very evening. I did not expect a quick response. The next morning, with a fair amount of trepidation, I went for breakfast and was pleasantly surprised when a staff member approached me and apologized for the unpleasant experience the evening before. Before long another two managers stopped by to offer their apology. The balance of my stay was perfect. This property is beautiful. I was fortunate enough to get a room with an incredible view. The accommodations were comfortable and technologically up to date. The pool is huge and strategically located within 10 meters of the beach. I was on a half board plan and had the breakfast and dinner buffets during my stay. Good selection as well as taste. One of the days I ate lunch in one of the restaurants that offers a la carte service. I asked the chef to prepare lobster Sri Lankan style and it was absolutely delightful. All in all an excellent place for holiday in the Galle district.",negative
"Heritance Ahungalla, Shi Lanka",negative
"We stayed here in January / February 2023. The hotel its self is a beautiful building and was immaculately clean and well maintained. as far as I could tell all the rooms faced the beach with either a balcony or terrace. Our room 219 was clean and well equipped with everything you would expect from a hotel of this standard. There are two pools one is a quiet pool where ball games etc are not allowed the other is for fun and games, the pool attendants are friendly and and attentive. There is also a reasonably well equipped gym and a spa which is really well priced. We found the staff to be so friendly and nothing was too much trouble every request was met with a smile and service was efficient and prompt. The food was very good although if I had one suggestion it would be to remember that not everyone likes spice in their food, my wife is one who does not and on occasions found her choices very limited, but then there was always cake!! To conclude I cannot recommend this hotel highly enough and should we decide to return to Sri Lanka (and I hope we do) we would certainly go back to Heritance.",negative
Pret calitate pret nejustificat.,negative
Location perfect. hotel is run down - needs TLC. Service is great at all times but prices at main buffet are ridiculous. WiFi is stable and reliable everywhere. Beach is awesome and pool area is great. Bar restaurant is good. Entertainment in the evening is 3rd. Rate and needs to be upgraded. Hotel was great in it’s heigh day but needs major updates to make it current. Staff try’s to cope with issues at all times.,neutral
"Rather than asking for a balcony, we asked for a ground floor room which opened out directly onto the residents only &#39;Green Pool.&#39;",negative
A matter of expectations ...,neutral
Mini break,negative
"We stayed at the Heritance Kandalama and were expecting the same high standard we had there. Unfortuantely we were very dissapointed by the Ahungalla. How this hotel managed to win an award I will never know! The hotel is dirty and tired and the service at breakfast is worth a special mention for all the wrong reasons. Dirty tables left uncleared for hours, the most disgusting tea and coffee I have ever tasted in my entire life and service without a smile. The only thing positive I have to say about the hotel is its location and the morning walk you can take along the stretch of beach on your door step. However, a word of warning, there are beach sellers who try to befriend (hassle) you about every 20 mins so go for your walk early before they get up!! All I can say is thank goodness we didnt spend our entire stay here!",negative
quieter floors with tidy rooms,positive
Normal,neutral
"A good hotel, but in need of care and attention",neutral
Total disappointment,negative
Not a good experience,negative
"Had a good time with my friends.Great food, good service and friendly staff. Enjoyed a lot.... i came with my friends to celebrate the end of a bachelor life of one friend. They prepared a really delicious cake. We were able to have such a good time !!",positive
"We (6 of us) chose Heritance Ahungala for our day out. It was a great experience for us, the hospitality provided to us by Ms. Raneesha was fantastic . She was very kind and Very helpful. As for the food we think it can do better and the varieties was poor and refilling of the buffet items was slaw.",positive
Choose one facing the see,neutral
"The spacious lobby faces the sea, and beyond the blue swimming pool, you can see the turbulent sea. The beach is long and beautiful, but not suitable for swimming. The rooms are spacious and elegantly decorated, the quality of tap water is poor, but bottled water is provided.",neutral
The food was not very good.,negative
"**Google Review for Heritance Ahungalla** Heritance Ahungalla is a stunning resort with a private beach and well-maintained pools. The rooms are neat, and the overall environment is clean and family-friendly. It’s a great place for a vacation with kids. However, the service leaves much to be desired. At check-in, the front desk staff greet you warmly and create an impression of excellent service, but the actual intention to help seems to be lacking. We traveled as two families and requested rooms close to each other. The staff promised to accommodate us the next day, but despite multiple follow-ups, no one informed us why it wasn’t arranged. Additionally, there were several service lapses: - When we reported non-functional TV services, no one responded. - An emergency housekeeping request was ignored until we followed up repeatedly every 30 minutes. - A simple request for bananas for a child after the paid breakfast buffet had closed was also ignored, with staff disappearing without fulfilling the request. While the staff are polite and pleasant in interactions, their inability to provide timely and reliable service is disappointing for a five-star resort. Compared to the service at The Kingsbury Colombo, Heritance Ahungalla falls significantly short. Overall, a beautiful property with potential, but the service experience needs serious improvement to match its five-star rating.",neutral
Hotel itself was very nice but our room smelled of mould at times. Also the service staff when they knew we were in our room had a habit of knocking on the door so many times it became obvious that in fact all they were after was a tip. I appreciate there is poverty in the country but this was the on thing which spoiled our stay. The meals in the restaurant were excellent each time. I would highly recommend staying here if you do not mind being 'tapped' for tips.,neutral
"Heritance Ahungalla was a mixed bag for me, despite the grand entrance, the hotel looked slightly dilapidated and we were disappointed to see that the boat in the swimming pool was absent. Given the age of the hotel, I expected the service to be more refined, and, except for an exceptional experience with a man called rukmal who was exceedingly hospitable, the staff seemed worn out and thus slightly disgruntled. In the buffet I had to ask the staff 3 times to obtain a cup of coffee. I got the impression that the staff were overworked, but wanted to help.The buffet was delicious though small( the dishes though were of a very high quality). The rooms were lovely, however, the triple room we booked was just a double room with an small, and uncomfortable foldable bed added on. As I came primarily for the wonderful location, and food, I was not particularly disappointed.",neutral
"Our check-in experience was smooth and quick. The room we stayed in was clean and spacious, which we appreciated. However, the biggest issue was that the AC in our room didn’t work properly, and we had to endure an uncomfortable, hot night. Although the maintenance team tried their best to resolve the issue, they were unsuccessful, and we received no apology or acknowledgment from the hotel management. On top of that, we were contacted about our check-out time, which added to the frustration. The food was tasty, but the buffet selection was quite average",neutral
"We had an amazing time at this hotel, during which we held a wedding ceremony and party with our friends and family. The hotel has 2 big pools and is directly on the beach. The staff were amazing in helping us arrange the wedding and catering to the needs of the party, in total there was 31 in the group. All the staff were amazing but in particular Shanika & Paveen created an event to remember and took away any stress we may have had in organizing everything. We had a ceremony on the beach followed by a BBQ, and the use of the on site nightclub. Everyone had a great day. All the party commented on how good the food was, we even had vegans and vegetarians who were happy with the food on offer. We will definitely be coming back to this hotel, as we have created many special memories here. We can highly recommend anyone coming to stay as you'll have an amazing time.",positive
すてきな海辺のホテルを探しながら、旅をしていたのですが、_x000D_ ちょうどいいホテルが見つからず、前から気になっていた、_x000D_ このホテルを当日予約しました。_x000D_ _x000D_ ちょうど空いていたそうで、3階のオーシャンビューのお部屋にしてもらえました。_x000D_ _x000D_ 景色もいいし、窓辺に置かれた椅子に座りのんびり。_x000D_ _x000D_ 楽しみにしていたインフィニティプールは本当に素敵で_x000D_ 何時間でも入っていたい気分でした。_x000D_ _x000D_ 夕食は、ビュッフェを食べました。_x000D_ 一人3000ルピーなので、そんなに高くなかったし、種類も豊富でした。_x000D_ _x000D_ ホテルの目の前は、プライベートビーチではないので、_x000D_ ビーチに出た瞬間に物売りがついてきます。_x000D_ それが理由で評価が少し下がっているんだと思います。_x000D_ _x000D_ ホテル自体は本当に素敵なのに、もったいない。_x000D_ どうしようもない問題だと思いますが・・_x000D_ _x000D_ 今回は1泊だけでしたが、次回は何泊かしたいなと思いました。,neutral
"We booked this hotel for the second part of our holiday by the coast. We were swayed to book this hotel due to the raging reviews on Trip Advisor. Unfortunately it didn’t quite live up to our expectations, especially after leaving the Cinnamon Lodge in Habarana which was advertised to be a lower rating hotel. Our opinions do differ from those on here. The hotel is well known for the architect and so we expected something quite special, as it was also a ‘5’ star resort. On arrival the Loby is attractive as you can see through to a lush swimming pool right onto the sea. The swimming pools were the best bit of this hotel. They are lovely. However, we did find the hotel lacked character and that holiday feel. The architecture was a bit cold and bleak, very concrete, modern and minimalist. Somewhat like a business Hilton hotel which is just not we want on a holiday. The plants around the hotel seemed tired and a bit dead, just outside our room we overlooked a moulding wall where there used to be vegetation climbing up it. The hotel was all very open which was good for a natural breeze, but as soon as the monsoons came this caused a death trap of slippery hallways bars, seat cushions etc. The hotel rooms were nice, again modern but of good quality. The whole place lacked good lighting though. There was also the natural bare plastered look in the hotel bathrooms etc. Not our taste but might appeal to some. I personally like a bright lick of paint or something it bit more luxurious. The hotel did have good facilities if you wanted tennis, ping pong, badminton, spa’s etc. However going onto the beach was slightly annoying due to the persistent locals selling on the beach who would sit on the beach facing the hotel shouting at you to come and look as they will “give you good price”. This is a little off putting but I understand it’s just the way there. We never managed to go onto the beach without having to say no thanks to several different people. The restaurants and entertainment were the biggest disappointment. The food was always nice (wine expensive) but the restaurants lacked atmosphere. The main restaurant had set menus for most of our stay and these were quite pricey. The buffets in that restaurant were a bit better as at least you got more choice. But the restaurant is dark and dreary. No ambience. The a la carte “Cafe”? did have nice food but a bit limited on choice. You also don’t expect to have your a la carte meal in a cafe which lacked again any sort of luxury and really had the ambience slightly above that of a McDonalds. (I am being slightly harsh). The entertainment at the hotel was pretty poor. Sometimes there was a band singing the same songs every night. A cocktail promotion (doesn’t mean it’s a price promotion) with live demonstration. Or simply someone plays an instrument. It was very quiet during our stay so maybe they do more in the main season. We actually spent many of our nights at the Taj hotel in Bentota after this was recommended to us by fellow guests in the same boat as us. I suggest you go there just to get a comparison of what a 5 star hotel should really be like. We had a Chinese in the restaurant there and it was lovely. There buffet meals also had a great deal more ambience. Just grab a tuk tuk to get there. The Refresh restaurant 20 mins away in Hikkaduwa was also lovely. I recommend you stay in Bentota though if you want choice and to be able to walk out the hotel to more restuarants. There is nothing near the Heritance. Having said all that, if you want a quiet, clean relaxing hotel to just unwind sit by the pool and have early nights then it’s a great option. If you are lucky you will see some black monkeys around the hotel. We did get this hotel at a good price so we can’t complain I just believe the ratings on here are misleading. This is not to discredit the staff at the Heritance who were mostly all very helpful and nice people.",neutral
"Was here on a two night trip with the rest of my colleagues from office. Really not much to write home about. It didn't stand up to my expectations of a five star hotel. The staff was very courteous and helpful. There is no argument about that but the hotel infrastructure wasn't exactly that great. The car parks are somewhere way away that you have to rely on valet parking. This means you have to pick up every single thing you need from the vehicle before you check-in. The dining halls are pretty dark and gloomy, mostly I believe due to the dark colouring of the ceiling which is decorated with batik. The buffet area was really odd, it was almost like walking in to someone's kitchen to get the food served, the dining hall and the buffet area have very different vibes. The pool is good and well maintained and they do have some activity rooms where you could play 8-ball or carrom or chess. But the overall set up just put me off. Will not be returning here.",negative
the beach view and the suites are large,neutral
"The hotel was great, nice beach and good stay. Rooms r big n comfortable, lil bit expensive compare to prices in srilanka! Nice view but keep the window closed, I had 2 cockroach in my room! Week ends n holidays too many local w kids come to the pool, if u don't like kids AVOID it",neutral
This is our first visit to this beautiful hotel..everything is perfect ..staff is very friendly and helpful.food is excellent..we will come back again..Thank you for the wonderful service you provided..,positive
"as a returning guest i was impressed by the improvements at heritance , the refurbished rooms with the washrooms are much brighter also the food was much better this year, maybe the competition next door has helped in this, but the biggest star of the heritance is its staff Thushara, dinesh at the pool nimasha,chamichand thanks for the flowers each day Sodad , to name but a few but everyone made our stay very welcoming , great location on the beach ,good food , comfortable rooms, room 246 . 23/11 - 3/12",positive
"This hotel has wonderful staff. Always smiling, welcoming and warm towards their guests. They go the extra mile as shown by the towel at that greeted us in the afternoon. A great way to relax and unwind aftera busy trip around the island.",positive
"The hotel facing beach view is very nice but the room we had was in corner on 2nd floor. When we checked in evening we dint notice the water purification unit next to the building which made load noise all the though night. Not that great customer service. We tried to speak to front desk manager, tried serval times and have our call back Number but dint receive any call back.",neutral
The atmosphere is more than brilliant and it has a very warm welcoming feeling and the staff are very helpful the food is excellent but could do more of authentic Sri Lankan food and has a variety of food... The rooms are spacious comfortable good... We will definitely visit this beautiful hotel again,positive
heritance Ahungalla,negative
"Having returned on 11th June after 12 nights at this hotel on vacation with my wife, I feel the need to express my gratitude for such an amazing holiday. My wife and I were married in Sri Lanka last year and we fell in love with Sri Lanka - we felt compelled to return to celebrate our 1st anniversary (but this time at a different hotel). As soon as we arrived - the first impressions were..........wow. The brochures do not do this stunning hotel justice. Having had a long tiring journey, we were given a very warm welcome. We stayed in a Suite which was superb in every way. The rooms are serviced daily by friendly housekeeping staff to a very very high standard. I am a Executive Chef who is in charge of a group of Companies providing Fine Dining Catering with bespoke menu's to wealthy clientele, so I was intrigued to find out whether this 5* hotel would impress. I need not have questioned this thought. After talking to The Food and Beverage Manager, I was invited to look around the kitchens and meet their brigade. The kitchens were immaculate, staff spotless, motivated and relaxed in their work - delivering the most delicious fine dining experience. With Sri Lanka's top medal winning Chef at the helm this comes as no surprise. If it is fantastic food and excellent service you require, then look no further. We will definitely return.",negative
Why relax @ Heritance Ahungalla?,neutral
Wonderful stay!,positive
"Me and my family stayed on FB basis for one day at heritance, ahungalle in october. the best thing was the food there. However, except for the welcoming staff at entrances staff was un or minimally attentive most of the time, of course they attend to us if we go and poke them repeatedly. we have booked a triple room and checked in around 4pm but there were twin beds in the room and after repeatedly reminding them they finally added an extra foldable bed. the person who brought the bed looked like a senior for that area, when we complained he just muttered something like 'twin bed room is the only room type available at heritance when you book a triple room and we always add an extra bed , only difference is you will get meals for 3 people' and walked away rapidly, on us... there were no room amenities in the room- no iron or ironing board, no water for three people, no slippers ,toothbrushes, cups etc at all. when we needed something we had to call and wait and call again . ultimately one person appeared with a trolley and instead of replacing missing items asked us to take whatever missing in the room. and the dark color pillow covers were so dirty we just kept them away. no one has bothered to change them for ages . safe was not functioning and when we typed numbers it missed some and got locked,then the person who attended late to fix it couldnt identify that its battery was low. finally it was fixed and by about 8.30 we managed to go for dinner. it may be due to overcrowded hotel but they already had 2 hours extra to check the room beforehand since we were late for check in. meals were good, staff was also more attentive. no one offered a baby high seater for our 3 year old and we had to go after them at all the 3 meals for a chair... restaurant is overcrowded and no one is there to offer water or clean tableware. they are only interested in taking plates away, at least that's a good thing. chefs and the restaurant manager were very supportive and offered some food for our baby , they were kind enough to deliver the dishes to our room as well. There is no sea view from the room and there was some construction work going on right next to our room which we didnt mind much.. next morning we asked them to take the plates away but no one showed up. by 1pm we were ready to check out and until that time no cleaning was done and room smelled of stale food. overall we didnt mind it as it was a one night thing ,tolerable on a full stomach and surely this place happens to be a typical siri lankan hotel, no matter how many stars they got,..",negative
"Its was an amazing place .... all the staff are simling,welcoming u,amazing . We will do it anthor time and encourge everyone to go there . We love heartance.......thank you alot..mwaaah Dani and taleen Jordan 19.5.2015",positive
"We stayed at heritance ahungalle for a few days on our visit to Sri Lanka The staff were extremely helpful in particular Duminda the restaurant Manager, Rukmal from house keeping and restaurant staff Varuna, Nelka and jananjaya. We were impressed with Duminda. He is very knowledge and made our stay very enjoyable. Rukmal has a special talent of creating animal motives out of towels. We felt very special. The staff are a credit to your organisation We will visit again Kumar and Elsie. Sydney Australia Clara Thattil Colombo Sri Lanka",positive
"Вечером нудная живая музыка, в основном русский шансон (((",negative
Good for family and Honeymoon couples.,positive
"I chose Heritance because my family was holidaying there. The best part of the experience was the comfortable deluxe room with the best mattress I've ever slept on and a balcony overlooking the pool. I felt very relaxed and the staff was friendly and courteous. What disappointed me was the breakfast and dinner buffets(I stayed three nights) There was nothing special about the menu and my palate was bored. Everything tasted the same. To me the meals ordered via the in-room dining service tasted slightly better. Overall, it was a comfortable stay. It's a nice hotel if you want to relax, swim and enjoy the beach",neutral
amazing hotel. highly recommend. food/ service / location / pool / architecture.,positive
Excellent hotel!,positive
"We went with friends and one of our friends lost their foot ware , ten feet from the pool and they were few hawkers selling few things and the securities of the hotel are very careless . They also had some maintance work going on . Over all an ok place . The chef took special care",neutral
"It's such a pleasure to go around this beautifully laid-out hotel and encounter their ever-smiling and helpful staff. Special mention of Rukmal, the talented gentleman who always cleaned up my room and left beautiful towel art creations on my bed. Today he put 2 of my hairclips on the dog he made and it made me smile when I entered my room and I haven't stopped smiling yet (just like Rukmal) :-) Lovely location, great attitude of staff, comfortable room, good food... my first solo vacation is perfect.",positive
Worth going out of your way to stay there,positive
Fabulous hotel and staff,positive
"You could ask the staff to help you with the kind of room you have in mind, for eg. with a view of the green pool, which floor, view of the ocean etc.",neutral
"This is a nice hotel. We generally enjoyed our stay, but qualified by the comment below. Special commendation for the hotel's service staff who were very helpful and pleasant. The qualification: The hotel website features photos of lovely views of the ocean from the hotel's main dining areas and pool. Moreover, we booked a ""premium"" room to enjoy the view of the beach and the ocean that comes with these rooms. A guest of the hotel should have a reasonable expectation that was is displayed on the website regarding visual amenity is what they will get if they book. However, for much of our stay, the hotel's beach-side amenity was marred by the construction and deconstruction (over four days) of a large marquee running the entire length of the hotel's main access way to the beach. This marquee does not appear in any photo on the hotel's website. Its presence, in my view, thus represents a breach, however minor, of the contract between hotel and guest. Because full-fee-paying hotel guests were not put first in this regard, it is unlikely that we will return to this hotel.",neutral
"We visited Heritence Ahungalle for 2 nights in mid-April 2009. This was our second trip to the property having visited 5 years ago on our last trip to SL. Booked directly through the hotel website after comparing other similar properties such as Taj Exotica Bentota, The Fortress, Galle Fort Hotel and Eden Resort. Chose the Heritence given we had a wonderful stay 5 years ago. I wrote to the hotel inquiring about rates and was promised a free upgrade to a luxury room given that I was a returning guest. The hotel also stated that the property has been completely refurbished hence the drastic increase in price. When I got to the Heritence, I was told I would be given a deluxe room (the most basic room). I advised that I was promised a free upgrade to which I was told that they cannot honour this promise. They then advised that I could have an upgrade to a luxury room for an additional cost of Rs. 10,000 (US$86) per night. Given the higher cost I declined the upgrade and was quite disappointed. I had also requested a cot for my infant son when the booking was made. When I got to the hotel I was told that all the cots were in use. I complained to the General Manager who promised to look into it and get back to me, which he never did. We could not notice the refurbishments made to the property. The room we had looked very similar to the room we had five years ago as did the common areas. The property itself is beautifully maintained and is set on a stunning section of beach in SL. The main infinity pool and lobby area are very beautiful. The food is exceptional with a wide variety of choice all of which are of a very high level of quality. We visited this hotel during the Sri Lankan New Year and the hotel was full of local guests. We were blown away by the property and service on our last visit and were disappointed in the level of service during this trip (the GM has changed once during the past 5 years). I would say that we did have a good time and enjoyed the pool but would not likely return on our next trip to SL given they did not follow through on their promises.",negative
Reasonable hotel,neutral
Great Time,positive
Amazing hotel !!!,positive
Take tours whilst you are in Sri Lanka and see what this beautiful country has to offer!,positive
"Lift is broken. Only 1 lift for the whole hotel. Elderly cannot climb the stairs. Booked 3 people room for 3 of us., but in there only 2 cups available. Hair dryer not working. No milk( even small complimentary 1) in the fridge. When I call the reception, they said they will fill the bar with some charges. Normally some milk is there in the fridge in the other hotels as complimentary,even a small pack.",negative
Great Hotel..,positive
"Must try Chef Manjula's seafood platter and executive Pravin's hospitality ,kindness and efficiency.. Srilanka hospitality at its best!!!!!! Two beautiful swimming pools one feels like it's an extension of the sea. The architecture is Jeffrey Bawa's and it's sprawling without giving a concrete look. nature had been unhindered.",positive
"we stayed 5 nights up to the 22nd sep in a luxury rated room which I upgraded to for £50 per night extra from a deluxe room they wanted £61 but a deal was done ,the room was fine good size .ac did not regulate cold or cold. in general hotel is very tired and needs a refurb,looking shabby the public areas in particular,chairs and tables in bars and restaurants are sticky thru not being cleaned properly. only really one main bar area next to main pool and reception this is completetely devoid of ambience and comforts hardly a good advert for checking in guests who are brought here. the a la carte restaurant next to the main dining room while serving reasonable food is dirty with table runners stained and dirty when restaurant manager challenged about theis he quickly had it changed the same night our food came out cold ,not good for curries!the meal was remade but it was too late the damage done,they tried to make amends with a free dessert please too little too late. the main dining room is where we took breakfast and on one occasion a buffet dinner,the tables and chairs again dirty also the table runner.food wise the breakfast is good also the dinner buffet with plenty of choices available. we tried the fine dining restaurant one night and it was very good my wife taking the new zealang beef and me the 2 fish curry price wise of course dearer than the other two dining rooms but light years superior which you would expect if you pay more but not expensive to European prices. a bone of contention ,if you have a wine list then maybe the odd bottle is out of stock,but it got to the point all that was left was the expensive wines costing £25 plus for what we get at home for £6 now I know all about mark ups but rip off! the daytime was spent by the resident only pool as this was the quietist and the pool attendant was very good at arranging our beds and towels on the same vain all the staff were very good one or two thrown in at the deep end I suspect with a poor lack of English in the restaurants. avoid the weekends as it fills up with locals on a freebie with their company and they are noisy and usually drunk playing drums at all hours. now while you are relaxing on your sun lounger near a pool you will be beckoned over to the hawkers trying to sell sarongs tee shirts or days out in a taxi,now they are not supposed to step over a line in the sand enforced by security guards but all day long they are shouting to you waving the sarongs etc,they stand on the boundary of the hotel and the beach which means the beach is a no go zone unless you don't mind saying no thank you many many times over. don't know what can be done they need to make a living you are trying to have a peaceful holiday. so to sum up after touring around sri lanka for a week we intended to chill out for 5 days didn't feel we achieved it so we do not recommend this overated hotel more 3 star.",negative
Service excellence but need to focus on the basics,neutral
"A very warm, welcoming, beautiful resort. Our family spent 6 nights at the Heritance and will more than likely book again for the location and price. We booked online for a suite at a really good rate. As there was no way to book a luxury suite, we were hoping to be upgraded at checkin. As we are a large family, the benefit of the luxury suites 2 bathrooms would have been great. Unfortunately there were no luxury suites available when we arrived. Our room was clean and comfortable. We did notice the shower/bath combo would not drain properly and also collected a lot of water on the tubs edges which would spill onto the floor. We made do with towels placed in strategic locations. The food was very good and we absolutely loved the huge swimming pool. We even swam during a thunder shower. The location served as a great base to see all of the other sites Sri Lanka had to offer. Every staff member from the waiters, to the lifeguards, to the lovely gift shop employee was fantastic. Our kids were treated to a magic show, played pool and foosball, and loved the way our towels were folded into different animals upon arriving back to our room each night. Great stay!",positive
Really trying hard to give you a good experience,negative
There were lots of dogs around that followed you to your room - I am afraid of dogs so it made me very nervous when I was walking around on my own. They could have some simple gates at the entrance to the stairs and this would stop the dogs getting to corridors with rooms. Booking.com advertised a few restaurants but only one restaurant and one pool bar were available to us. All inclusive guests were invited to a second restaurant but we were not allowed. Booking.com advertised shows and animators but there were none.,negative
We had a very relaxing time with my family. We enjoy our stat a lot. Food and service is great. The two pools near by beach are amazing in this beautiful place. We will come back soon and thanks for the great hospitality.,positive
better to asked upper flooor,neutral
"This place stinks of quality: the walk to our room was sophisticated with open squares full of tropical trees and a very classy colour scheme throughout. Service was extremely attentive, and the food was impressive. The pool by our room was beautiful. The hotel itself is quite old, with some fittings showing their age, but everything worked and now's not the time to be spending huge amounts on renervations so no criticism there! Excellent overall.",negative
"Beautiful location, fine architecture but not 5* luxury",neutral
Good - But not what we expected,neutral
"This is absolutely not a 5 star resort - not by international or Sri Lankan standards. Everything from the small room to the aged gym and very basic amenities was a disappointment. The food is admittedly excellent but the restaurant staff have absolutely no sense of how to host more than 100 people. On the whole, the staff are friendly but typically clueless. Basic hotel processes such as charging drinks to a room or booking a spa appointment have proved very trying. Their cashier desk is simply a joke - patrons have to go to a little room in the back of reception to make small payments, as if they are in some bizarre 1950s public administration building. The overall impression is in fact an insult to guests who are paying a significant premium for their stay.",negative
Amazingly FILTHY,negative
Asanka Ranasinghe,neutral
Exceptionally beautiful hotel design and location and Everything was good..great selection of food in the restaurant.Room service was much better but limited selection....Geoffery Bawa's infinity pool was amazingly beautiful..........,positive
"Beautiful hotel, but poor buffet",neutral
"We stayed at this hotel for four days and it was the worst hotel experience ever. A COMPLETE WASTE OF MONEY AND A VERY EXPENSIVE DISASTER! I recommend reading the lowest reviews for this hotel before you book; there is a real discrepancy between the nightmare reviews and those that are praising this hotel. Make sure you understand what is the worst that could happen to you also if you choose to stay here, because the worst scenario did happen to us. We did not read what the low ratings on Tripadvisor said about the Heritance Ahungalla. We wished we did because so many of these complaints reflect our experience. My friend and I are both seasoned travelers, and have stayed in both five star accommodation and budget ones, all over the world. Given the cost of staying at this hotel, we were both incredibly disappointed and also traumatised during their stay. We felt so uncomfortable and threatened during our stay that we locked ourselves in our hotel room. We have lodged a formal complaint to the travel agency about our stay at the Heritance Ahungalla. Our main complaints are as follows: - Worst service: for the entire duration of the trip, the staff was incredibly rude. There was no ‘hospitality’. The staff pestered us repeatedly for tips, from the receptionist to cleaning staff to waiters. When we made all the complaints listed below to the staff, we were completely ignored and were shouted at. No attempts were made to apologise or to resolve the problems. We were incredibly frustrated by this, and were very close to tears. - Terribly unhygienic: stained bedsheets, dust and mould. Restaurant tableware and cutlery was not cleaned properly and had stains. - Pests: cockroaches, flies and mosquitoes in the bedroom and the bathroom. - Touts: The hotel was full of touts, from the pool to the beach, also pestering us and other guests to buy their goods. At one point, one of the touts even made a completely disgusting sexual advance on my friend! The hotel made no effort to safeguard the safety and/or privacy of their guests. - Food: the food was always lukewarm at best, and/or cold. Food would take at least 45 minutes to arrive. We ended up eating only burgers and fries for the four days that we were there, as it was the only food we felt was safe. For a holiday experience, this was disappointing. It would have been better to have just eaten McDonald’s. - Bad facility condition: The hotel is quite old, and many parts require fixing. A number of sunbeds were broken and completely unusable. We will never stay there again and are warning everyone who visits Sri Lanka to avoid this place. If you plan on staying there, at least read both the good and bad reviews to decide for yourself. There is a higher risk staying at this hotel, because of its location. It is incredibly far away from Colombo and any other properties, so if you arrive here and the hotel is a complete disappointment, there is no other property that you can escape to. BEWARE!",negative
"This hotel is very beautiful, pleasant crew, food is very delicate, servis is good. We are very satisfied. Rooms are clean and nice, cleans 2x daily. Beaches are beautiful,arenaceous. Disadvantage is there are a big waves, but it is ok. In the hotel are 2 big swimming pool.",positive
Great Atmosphere,positive
"Avoid rainy season, especially Southwest monsoon season, because outdoor activity will be limited, including pool access.",negative
EXTREMELY DISAPPOINTING IN HOSPITALITY,negative
Very Pleasant Staff,positive
Truly a 5 Star Hotel,positive
"I think sri lanka is a wunderful country and this is a very nice hotel. The stuff is very very friendly! Thank you! The pool and the view on the beach is amazing. Also the rooms are quite pretty. But i felt really stressed as soon as i went near to the beach. You couldnt enjoy for some minutes, there were always some people who tried to sell you some stuff. That wasnt okay and the hotel shouldnt accept that.",neutral
"Planned to trip to Srilanka for my wedding anniversary with my entire family. After landing at the airport and a pleasant drive to ahungalla we reached this magnificent property that sprawls out from the entrance and the fabulous use of water spaces. The property with its alluring pool, fabulous beach and amazing large rooms is magical. With excellent food, great all day activities, 2 superb pools, a stunning beach front and pleasing service this is one stay that will linger in memory for a long time.",positive
Nothing. It was really good,negative
