text,sentiment
"My wife and I would like to thank you for a wonderful stay and the service, which was very helpful. We are especially grateful to the restaurant supervisor Chamuditha and the long-haired animator for the professional service. Thank you and we will definitely recommend you",positive
"I am really happy about my stay. Tasty and various food, beautiful beach, two big swimming pools, and very friendly stuff- in restaurant supervisor Chamuditha is very helpfull and kind - he is helping in everything and taking care of guests. Animator guy on the swimming - we love you 🫶",positive
"It was such a good trip with my family 👨‍👩‍👧‍👦….I liked it so much. Beach is so beautiful, ! I want to thank everyone in this hotel, especially Maduranga and Chamuditha. They are so professional! That guys gave best service ever!)))))They made my holidays!",positive
"The people who work here are amazingly nice and friendly. They constantly pay attention to our needs, we can only recommend the place. One of the nicest workers here, Chamuditha, was ready to answer our every request. We are very grateful! We plan to return.",positive
This is our 2nd stay at this stunning property. Thoroughly enjoyed our 5 night's stay. We were privileged to stay in the executive suite which was great. We checked in on the Valentines day and was able to witness the valentines day celebration put together by the hotel staff on the beach. The GRO Dilsha who checked us in was very friendly and made sure everything was up to our satisfaction. Breakfast has a wide variety of Western and Sri Lankan dishes. Dinner buffet was outstanding and each day had a different theme. Chefs night was interesting with music provided by the chefs and waiters serving in Chefs uniforms. Upon request we were served with authentic polos curry cooked by Chef Saranga Bodinayaka. The best Polos curry we have eaten!! 2 staff in the restaurant Waruna and Jacob were good. Lasan and Chamindu in house keeping did an excellent job. Always with a smile. Kudos to Sisira Senaratne (GM) Who made our stay a memorable one.,positive
Unfriendly staff Fake smiles Attitude Lack of flexibility I feel like a burden on the hotel I didn’t feel like a guest at all Discriminative I felt that im not welcomed One of the staff interrupted me while i was talking to his colleague and told me 1 minute then he started to talk in Sinhala while me standing waiting for his permission to talk lol My first and last stay in this hotel,negative
"Perfect Hotel. Perfect Beach. And we finde a perfect Driver. If you value a safe and perfect ride, Indrajith de Silva is the right address for you. He drives very carefully and prudently. He always kept an eye on us in stores and places of interest. It was important to him to visit our places and not the places where he gets commission. He is well educated and it is fun to talk to him about the country and the culture. He also has a well-maintained and comfortable car. In short, the perfect driver in Ahungalla. Contact him. +94777761631 Regards, Thomas",positive
The service was very nice.And the food was very nice . All the amenities were nice and hygienic. The staff were very helpful with all the requests. The sunset view is gorgeous in the evening. The pool was very big and the cleanliness and the safety were on point. I will definitely be recommending this hotel. And plan to visit Heritance Ahungalla again.,positive
Thanks to Dilsha and Chef Kamal we had a fantastic day. The hotel was fully booked so we couldn’t stay.. We had a fantastic day in the pool with easy access to the beach. Lunch was a feast. Seafood galore and lots of yummy puds. Thanks Kamal ( Chef Ashan and fam),positive
nicest hotel staff ever experienced. very friendly people. everything is very clean and tidy. especially Supervisor Chamuditha and Trainee Eranda made our stay a very pleasent and memorable experience. it was our first time in sri lanka and not the last time in Heritance hotel for sure. greetings from switzerland (Vale & Vivi),positive
"Very much enjoyed our stay here. Lovely peaceful grounds , two large pools, lovely long, Sandy Beach to walk along. Sanduni was very patient with us all when we arrived, sorted out the rooms to our total satisfaction which ensured we had a great time here. We took taxis to Hikkaduwa for snorkelling and Galle for browsing, they're a reasonable price. The first driver was excellent- ML Pemasiri, we'd recommend him, booked via reception. All the staff are very friendly and helpful.",positive
"I stayed with my extended families, altogether 05 families on a half-board basis on 03 February. The stay as expressed by other members too was splendid. We were welcomed by Ms.Dilsha who was courteous and hospitable. As and when I saw her, she was wearing a broad smile moving around briskly to see to the convenience of guests. She even took some time to talk to us while we were relaxing at the Lobby after check-out. The dinner and breakfast buffet spread was generous and splendid tantalizing the taste buds. We enjoyed our short stay to the fullest surrounded by tranquility and soothing breeze.",positive
"This is a lovely hotel. All the staff are always smiling and can’t do enough for you. From reception staff, bar staff, waiters they are all lovely. We stayed on a BB basis and the breakfast was very good with plenty of choice. We also ate in the Al a carte several times and was always good. If you are looking to do some trips speak to Siri on the beach. We done 3 trips with him and they were great value. Very good English speaking drivers and English speaking guides. If you want a truly traditional Sri Lankan curry speak to Siri. He can arrange this for you. Food was amazing. My husband had be wanting a spicy fish curry but all the ones we tried were no very spicy. Sandamali Boat safari do river trips with traditional Sri Lankan food. They cooked us a Sri Lankan curry for our evening meal which was delicious and nice and spicy. Can highly recommend for a great Sri Lankan experience. We also tried the bamboo massage which was great. Just ask Siri he’ll show you the way. Karen and Michael (England)",positive
"Although the hotel is not entirely new, the rooms have good quality furniture and a wide balcony; we got a room on the third floor with a view of the sea and garden The air conditioner works well and silently, there are no Russian channels, but there is a purely music channel, the food is very decent seafood, squid, shrimp, crabs, oysters, beef tenderloin, pineapples, Pattaya, but they rarely served arugula, my favorite greens and Wine is only available in the restaurant, bar, cocktails and beer. But the main thing is that the ocean and a warm pool of 35 degrees are nearby and there are no water-motor modes of transport, a clean endless ocean Live music in the evening but not all musicians are good Requests to notice partially live music on compositions from the Internet were refused, so many evenings it was a bit boring. I don’t recommend using taxi drivers near the hotel reception, the prices are too high, it’s better to take a tuk tuk on the street+94 77 950 4156 Alim , you should also not leave things on the sunbeds in the evening, they took my swimming trunks this way, and you should be even more careful in the shops in a tent Opposite Rio, they didn’t want to give change, we had to threaten that we’d take away everything that was on the windows, then they returned it, I think I’ll come back here next time",neutral
Had a great stay there with our 8 months old baby. Super service and best buffets with good spread. We were very comfortable with the support of the staff. Nice beach and pool area. Safe environment. Highly recommended to experience a stay there.,positive
"Apart from the hotel, which offers a lot, great food, beautiful rooms. 10/10... I met here the most wonderful people in the world. I won't reveal too much... you have to visit this place yourself! Dilsha & Chamuditha Thank you so so much!!!!!",positive
We have stayed at herritance few times before and they didn’t disappoint this time also . Great staff good food and excellent views of the beach. From this trip special mention to Nipun from the front office and Waruna firm the service side. Had a great birthday dinner on the beach which was memorable. On my list of hotels to come back always,positive
Outstanding service from the beautiful Sri Lankan staff at this hotel. We celebrated my husbands 50th birthday and were treated like royalty. Strongly recommend all to come here and enjoy. Suite was wonderful and pool was amazing. Breakfast was vast and plentiful.,positive
"Whilst we did not stay here, the hotel looked fantastic. Can definitely recommend one of the hotel drivers for tours. Sampath is a polite, attentive and knowledgeable driver/tour guide. He has a lovely modern air conditioned car. We went on a few long trips with him and everything was perfect. He does not operate from the beach but does do trips for some of the booking agents there. His phone number is +94 76540 2575",positive
Excellent Hotels and very friendly Staff there specially Housekeeping manger Mr.Janaka and Front Desk MIs Sunethra and all the staff did great support my friends to make more memorable holidays. Highly recommend,positive
"We have had a ten day holiday . The hotel is a delight.the food is wonderful ,and the place stunning but what really makes it is the staff ,all were so friendly and efficient.our room cleaners led by Duminda helped by prasanna and nishan were excellent. Will return as soon as we can",positive
"What a wonderful hotel ! Combining as it does all that's best in Sri Lankan food, friendlyness and hospitality with the architecture of Geoffre Bahwa. Comfortable roomsand top rate service from all the staff. A special mention must go the 'room boy' Rukmal. His towel art always raised a smile when we returned to our room. Darshan , the guest services executive, along with the rest of reception staff were also incredibly helpful ,especially when I unfortunately damaged my toe. Thnks to Everyone. A superb hotel !",positive
"The hotel is clean, well protected, food excellent local and intercontinental, the staff helpful and polite. Nimalsiri de Silva Tours I highly recommend for excellent organisation skills and focus to make our trips comfortable and safe",positive
"Well done stay as the first experience in Sri Lanka, lovely and friendly staff ready always to help, what is national side of local people we loved. Our gratitude to all staff working hard for guests, especially to Rukhal from cleaning staff, my friend Mr. Nelka from swimming bar always friendly and smiled. We respect all their efforts to make our stay comfortable and enjoyed. The restaurant guys prepared palak-panic specially for us, so cute. We noted that a location is not so important because you may find all entertainments in your hotel or it might be outside visiting of sightseeings. We do recomend Mr. Sunny (sunnytours__srilanka) on this matter, speaking English, German and Russian well.",positive
"We had a great stay at Heritance Ahungalla this January! The hotel provides excellent quality for its price, everything is clean and comfortable. The staff was very nice everywhere, from the reception to the restaurant, and always responsive to our needs (special thanks to our housekeeper Rukmal, who made our stay even more comfortable:)). There is great food for every taste at the restaurant, if you’re curious about traditional food — it’s going to be heaven for you! There are always multiple types of curries, kottus and biriyanis, that vary every day. If you want something more familiar in food you will be satisfied too! We really miss having fresh sweet fruits with every meal. There are two pools at the hotel, one is very big and popular among kids, and the other one is smaller but way quieter and just heavenly. The nature at the hotel territory is very pleasant for the eye. There are some cute little animal visitors on the territory, but no scary big reptiles or insects (you need to be cautious of mosquitoes tho). There is live music in the lobby every night and one of the evenings we were surprised with a beautiful cultural show. On our first day we met a great tour guide whose name is Nimal, we bought an excursion from him to go to the old town of Galle and were very satisfied! We’ve had a great day, Nimal brought us to various great places and recommended a nice restaurant, we’ve taken our time and explored all these places and the old town itself. We definitely recommend Nimal’s tours! He is a great man that you can trust and always ask for a ride. I hope your stay goes as pleasant as ours! Thank you Heritance Ahungalla!",positive
"Excellent hotel, everything was perfect, clean rooms, polite staff, water aerobics every day at 11, varied and high-quality food in the restaurant. We took the all-inclusive package and ordered a Srilanka surprise cocktail every day😁. In the main restaurant there are 2 employees, I would like to mention Chamila and Chamuditha, and also Nadeesha at reception, very attentive, polite, pleasant.❤️ The area is beautiful, there are a lot of different animals: monitor lizards, monkeys, chipmunks, fireflies in the evenings, it was very interesting for both children and adults. In the evenings they hold various events, including local dancing, fire shows, singing, and various games. 2 weeks of vacation flew by quickly. Thank you Ahungala Heritance for an unforgettable vacation!❤️ Today is the last day of our vacation, it is sad to leave this place. If we ever come to Sri Lanka, we will definitely come to Ahungala Heritance! I will recommend it to all my friends!😍 With love, Rooms 108, 110 and 342 :)",positive
Thank you very much for your hospitality and high quality of the service. I was very happy and hope will see you again. Special thanks for the support and friendly relations to supervisor Chamuditha while all period of our staying in you hotel. It was very nice to have meet with him and all staff of the hotel. Thank you and wish you all the best,positive
"Amazing architecture and cannot fault the staff; so attentive and kind. Think some of the rooms needs a refurb but nothing drastic just some TLC. Lovely pool, easy access to the beach. Food was pristine.",positive
"Heritance Ahungalla is a true gem, with very nice and kind personal and great hospitality. My stay was elevated by the exceptional service provided by Chamiditha supervisor, whose attention to detail and warm hospitality added an unforgettable touch to the experience. Moreover, I had different towel figures every day and it really cheered my up. Also, I love the food, it was very various and tasty every day!",positive
"Me and my partner always look forward to spending time at the heritance Ahungalla. What we like the most about the Heritance is its peaceful and relaxing environment. The hotel is designed by Geoffry Bawa who is a famous Sri lankan architect. The architecture blends beautifully with the surrounding natural environment with both open and hidden spaces to fully-immerse in the nature. As the hotel is located in front of a beautiful unspoiled beach it allows for long walks and experiencing the beautiful sunsets. Moreover, the main swimming pool is in front of the beach allowing you to admire the sea and the beach while swimming. The main reason that make us always come back to heritance Ahungalla is the friendliness of the staff. They always welcome us with a smile and make sure we are taken care of. Big mention goes to Duminda, Rebecca and Waruna from the restaurant who are always there to provide all we need and to make sure we have a wonderful experience at the restaurant. They always give us advice on the best food combinations to satisfy our food preference, as well as general advice and they are always there for us. The food at the restaurant is wonderful with a great selection from sri lankan, Indian, thai and European food. I fully recommend the heritance Ahungalla because of the wonderful experience provided by the friendly and welcoming staff, the tranquil environment, the quality of food and the amazing unspoiled beach. The best experience at the heritance Ahungalla is the new year celebration, offering the best buffet with ice sculpture and international food, bbq and sri lanka delights.",positive
"We stayed at Ahungulla Heritance just after Christmas 2023 - without family plus 13 friends. From checkin-to checkout, was a seamless process. The staff, lobby, pool, bar, restaurants and room - were super warm, friendly, attentive and efficient. There was a good mix of guests - UK, Russia, Australia, US, Estonia and Japan (from what I noticed). The kids had a great time in the pool - fun ball sports in the pool too. Beach was clean and had plenty of folks on it. The restaurants, both a la cart and buffet food was sensational - I just need to have a little more self control at the buffet! 😂 A big Thank You to all the Staff at Ahungulla Heritance for a thoroughly enjoyable stay. Cheers, Harin",positive
"Great hotel with great service! nice beach and varied food! Special thanks to waiters Dilusha and Bathiya. My daughter loved Dilusha! Very attentive and friendly.! Room service is very clean and helpful. There are a lot of animals in the garden, chipmunks and monkeys",positive
Our day outing here was fascinating. Hotel was very well maintained. Swimming pool was large enough to move around. Ample variety of food was available. The Restaurant Manager Duminda was exceptionally helpful and hospitable.,positive
"It was an amazing stay. The room was beautiful and comfortable. Everything from the check-in to check out was managed so well by the team. Excellent service.Special thanks to Dilsha the guest relations officer who is so welcoming, helpful and a warm personality. The food spread quality and taste is a different level. Will definitely go back.",positive
"Graduation Dinner...!!! "" After my Son's MBBS Convocation on 15th December 2023 we celebrated his Graduation Dinner at Heritance Hotel in Ahungalla. Which was the best decision we made as overall they gave us Kind & Warm Hospitality , Delightful Food & Professional Service !!!. Starting Heritance Ahungalla General Manager Mr. Sisira Senarathna & entire Management Team including RM Mr. Rasika, Ex. Chef Kamal, Sous Chef Umesh, Pastry Chef Gayan ,Restaurant & Bar Manager Mr. Duminda & his team , even Valet Parking & Bell Desk members at Lobby area were very polite and decent .They extended their sincere service more than up to our expectations. We were so relaxed and had no worries on our family gathering. Your Resident Manager Mr. Rasika specially took very good care of everything we requested. Food was excellent and made for perfection. Highly recommended!!! .All of our family members enjoyed & praised about your food & service. Once Again ..!!! Thank you so much Mr. Sisira [General Manager] for the wonderful Hospitality and Great Attention to detail..!!!. We enjoyed your comfortable and nice atmosphere with panoramic views of Christmas deco. We highly recommend your hotel specially the mouthwatering food & kind hospitality to anyone who wish experience private Family Gatherings, etc... Please convey our sincerer Gratitude...!!! to all the relevant staff members Best Regards...!!! Gajaba Hettiarachchi [Fellow of the Ceylon Hotel School Graduates Association ]",positive
"Me and my family visited Heritance Ahungalla.I have visited two times previously to this hotel. compare to previous visits this time is worst one. Rooms are not clean, and bathroom does not have hygienic seal and bathroom amenities such as toothpaste, toothbrush, slippers, water glass. But I love this hotel very much and food is tasty but does not have more verities except lunch. Restaurant is lonely place especially action station area has lack of persons to serve customers, awaiting lengthy period to taste food. I appreciate service of lifeguard who work at main pool on 16th October 2023. But overall, it was an enjoyable day, and we enjoyed a lot because this time we have room which have both sea and pool view. Beautifully design swimming pool is another attraction has large beach front. I Highly recommended this hotel, but you must improve your customer care and room service. Further I think it would be better if the old boat which is previously locate near the pool is restore because it is iconic attraction of the hotel.",neutral
"The hotel itself is more than enough for a great holiday. You have your pool, your beach, and your room. The staff is polite and friendly. The food is good to great. Lots of meats and veggies. We only had breakfast and dinner - both were good. However, there were many problems. The rooms are somewhat clean. I believe Sri Lanka was open for tourism long enough to learn how to properly serve customers, but they are still… bad. So don’t expect a perfect room. Rukmal - good cleaner who tried his best to make our stay more pleasant. Appreciate the towel elephant) Also - as long as you are not afraid of wild animals (monkeys, monitor lizards, insects), you will be fine. Otherwise, there are not many places to go to on the hotel premises. These animals are everywhere and I personally was terrified. Nevertheless, great opportunity to get close to wildlife! Overall, the weather and the ocean were unbelievable! Everything else is just a minor inconvenience. Would recommend!",positive
"We arrived in Heritance Ahungalle on Friday 8th Dec 2023 with a bunch of friends.Everyone, starting from the bell boy ,front office, restaurant, room service, pool, bar and housekeeping were very friendly and courteous and greeted us with a warm smile. The food was just 👍 great and divine and each and every dish was deliciously made with much love and care.Even the most simplest 'kola kenda' , ' lunu miris', and all the western dishes were very flavourful and ""out of this world "" The crispy batter fried fish served with tartar sauce during lunch was just awesome and liked by all. The ""steaming pittu served with pol kiri and lunumiris and the hot hot hoppers made with love during breakfast was just amazing. "" PANI APPA "" is a must try by everyone. The live band which performed on Friday night was simply amazing and their songs were so soothing to listen to and helped us to dance our cares away. The Christmas decor done by the housekeeping section using all sustainable products is highly commendable. Hats off to the General Manager Mr.Sisira Senarathne for a over all good show Looking forward to be there once again to celebrate the New Year's Eve. ""HERITANCE AHUNGALLA MY HOME AWAY FROM HOME AND THE PLACE I LOVE TO BE"" DAMAYANTHI JIRASINHA",positive
One of the good hotel in beach side with amazing interior designs too. The view with the beach is superb especially the pool area. The buffet was good with various verities as well.Rooms are clean and tidy and also the designs are amazing as the hotel.,positive
"Had an amazing stay at Heritance Ahungalla. Rite from the time we arrived we were welcomed with open arms, the checkin process was swift and smooth. The food offerings was an brilliant layout of scrumptious delicacies. Overall we loved every bit of our stay and we will definitely return.",positive
Extremely friendly and helpful staff.. I lost my key card during my stay but they were super nice about it and replaced it without a fuss.. a good variety of food as well.. rooms were lean and well kept..,positive
First advice is please don't go to this hotel. Except the location there is nothing. They are unable to serve proper veg food. Rooms have no proper facilities in washroom. Used bed sheets with blood stains are provided. Electric switches are broken. Telephones not working in some rooms. Seepage on walls. Dampness. Washrooms has no exhaust and smell like hell.,negative
We stayed only one night in the hotel which was fully booked this day. The only option was to confirm a suite room. Price was ok since I am a resident and the room spacious and clean. The bath hub is a catastrophe since you cannot enter. The rain shower also should be repaired.... The highlight was the food. Huge selection of local and international food in good quality. I asked for the chef to thank him. His name was Lakmal.,negative
Rakhim every day clean my room. He is smiling and always helped me when I didn't turn to him. He is a good person and an employee. A perfectly clean room. He's friendly and nice. I had a good time in Heritance Ahungalla.,positive
"Very good hotel, thank you Heritance Ahungala for a great holiday. Also thank you Rukmal for your work and smile. Very tasty food and beautiful view to the ocean, clean room. People always smile. Thank you very much. We comeback.",positive
"I recently visited Sri Lanka, in October 2023, for 2 weeks. It was an amazing experience, a beautiful place to discover. The people of Sri Lanka are welcoming and lovely. I spent most of my holidays in the south of the island, which is on the coastline and therefore dotted by many beaches. During my stay on the island, I was fortunate to have a local driver, Sampath, to drive me, while visiting the island. I first met Sampath at the airport, when he came to pick me up and he greeted me with the word 'ayubowan', which is a traditional and common greeting used in Sri Lanka. Sampath is a lovely gentleman, he was polite, professional and spoke English. He is an excellent and safe driver. Being a local, he had a vast knowledge of places to visit, where to shop and restaurants to eat at. Sampath was very helpful and assisted in organising my visits and trips to the following places; Hikaduwa, Mirissa, known for stilt fishing. On the way to Mirissa, we stopped at Angel Beach in Unawatuna, for lunch. The hotel and restaurant is on the beach front, it was a beautiful place for a bite and a drink while taking in the views of the ocean. Coconut Hill and then onto Galle. The Mask Museum in Ambalangoda. The Natural Moonstone mine and gem palace in Meetiyagoda. Then to Bordeaux restaurant for a seafood lunch and a boat safari on the Madu river. Aryuveda massages at Amalvilla in Bentota. A 2 day excursion to Sigiriya, where I climbed the Lion Rock. Visited the Sacred Tooth Relic Buddhist temple in Kandy. Stayed at the Mount Heaven hotel in Ella, with breathtaking views of the mountains and valleys. A once in a lifetime experience. Visited the Nine Arch Bridge in Ella and caught the train to travel across the bridge. At the end of my 2 weeks, Sampath was my trusted driver on the long drive back to the airport. And it was time to say my goodbyes to a beautiful country and its people, who have captured my heart and given me a lifetime of memories. I would highly recommend Sampath, +94765402575, as a driver and guide, if you ever visit the beautiful island of Sri Lanka.",positive
"My stay at Heritance Ahungalla was disappointing. The management's poor communication left me frustrated, and the staff although willing to help where poorly trained, lacked any authority or understanding of their own systems & processes which lead to a subpar service. The food and bed linens were only of average quality, further diminishing the overall experience.",negative
"My stay at Heritance Ahungulla was truly exceptional. The architectural beauty of this property, a tribute to the genius of Mr. Geoffrey Bawa, is awe-inspiring and visually appealing. The property itself is a work of art. The rooms were tastefully decorated, offering a perfect blend of comfort and aesthetics. The level of comfort in the rooms, was outstanding. The real standout, however, was the staff. Their warmth and commitment to guest satisfaction were remarkable. Their attentive service made a world of difference in making my stay memorable. This property is more than just a place to stay; it's an experience in itself. The architectural beauty, well-decorated rooms, exceptional staff, and delightful breakfast create an extraordinary combination. My stay here was nothing short of exceptional, and I eagerly anticipate the opportunity to return to this remarkable destination",positive
"Very comfortable Hotel right next to the sea. Big Rooms, 2 huge swimming pools. Super friendly staff and the gastronomy was great too. Big variety in the buffet restaurant. There is also a 24/7 a la carte Restaurant for whenever you are hungry",positive
"Hotel and stuff are amazing, the best food on Sri Lanka!! But hotel taxi driver call Sampath is the Best person we've ever met. The Best trip are with him!! We will back to this hotel, we have allready dont know when, but it will be soon.",positive
"Heritance Ahungalla offers the best in everything; rooms, beach & pool views, food, and cleanliness. The rooms & washrooms are extremely spacious & tidy. And the staff at the reception are very warm & welcoming! Only suggestion - make sure to segregate the veg options with a proper display. Veg sushi had the display but was mixed with seafood & chicken, and sadly even the chef couldn't figure it out until he tasted it & then confirmed.",positive
"An absolutely beautiful hotel, in a spectacular location. Well-kept, clean and tidy. Rooms are quite spacious and comfortable, equipped with gowns and slippers, toiletries, teas and coffees. Close proximity to the beach. Great food. But the best part for me, are the incredibly warm and kind staff. Special mention to Waruna in the dining hall. Thank you for making our experience that more enjoyable.",positive
On arriving at Heritance Ahungalla……it was 3am and rain not waiting to come down: we didn’t appreciate until the next morning how wonderful and picturesque this place was until the following morning. Our first couple of days were spent getting to know the hotel and its people…….they are the most amazing group who go out of their way to make this a home from home and always have a sole on their face all the time. There are too many staff to mention individually but one who deserves special mention is Rukmal who worked his magic everyday on our room and his inventiveness with towels and flowers is a joy to behold…..we will miss you and your colleagues greatly and will look upon this as one of the most amazing holidays and locations we have ever been on and look at Rukmal’s leaving present for us on our last day……..think it demonstrates everything that is good about this place. Goodbye Sri Lanka and Heritance Ahungalla…….we will definetly return one day…..it’s a must !!!!,positive
"I was there for two nights with two of my French friends (Tour Operators) The first impression on arrival was extremally good and the welcome was quite impressive even together with the General manager himself of the hotel. Well trained staff in every department and food served was too extraordinary and absolutely there was nothing to grumble... However as a five-star property, this hotel needs an immediate renovation pretty soon. The corridors and most of the other public places look very dull and gloomy. Whilst thanking the management for providing us luxury renovated rooms, we also noticed during the hotel visit that the non-renovated rooms too need an immediate upgrading to compete with the upcoming new properties nearby. (it has been noticed that some renovations especially on the roof are underway)",negative
Веautiful and comfortable hotel! Cleaning every day. Friendly and attentive staff! Delicious and fresh food. Clear swimming pools and garden. Beautiful sunsets and dawn. Good live music. Give 5 stars and my heart!,positive
"Amazing!!! Ocean: wide. The beach is beautiful. Great people around, speak Russian! We have been to Sri Lanka more than once, but it was great here, and especially excursions with a Russian-speaking guide Kamal. He showed us tours all over Sri Lanka in his personal new car. Special thanks for the excursions to Kamal. He knows the history and customs of Sri Lanka well, and also showed us many sights of this island - such as; Sigiriya, Kandy, Yalla, Adam's Peak, Adam's Bridge, and we also visited with him the elephant nursery and botanical garden, as well as the nine-arch bridge. Trips and contacts Kamala +94 (77) 608 5334. An excellent guide to Sri Lanka. I definitely recommend it to everyone!",positive
"We had the opportunity to stay for one night. The pool and beach were truly exceptional, providing a delightful experience. The variety offered in all three meals was impressive, with a wide range of flavors that were quite enjoyable. However, I must express my disappointment with the accommodations. The room we were assigned felt quite dated, and the beds were not particularly comfortable. Additionally, the air conditioning unit's controller was malfunctioning, which affected our comfort. The bathroom was notably small, particularly the shower cubicle, making it inconvenient for a comfortable bathing experience. It's worth mentioning that the absence of a hand shower in the bathroom was a drawback. Regrettably, we also found that the staff did not display the same level of friendliness towards locals. Considering our experience, I would suggest this establishment for a day outing rather than an overnight stay.",neutral
"I am still here, few more days left! The food is lovely, and the staff are brilliant - always there to support. The breakfast and dinner buffets were out of this world. The only minor improvement needed is for the lunch buffet, as it's not actually a buffet - you have to order the main meal, which can take a while. The rooms are clean and well kept, but they do look tired. Don't forget to bring your plug adapters. The only quirk is that without the Venetian blind, there's visibility into the toilet and bathroom, so it's more suitable for partners. What might need improving, room facilities, the bathroom/toilet. Can see into the toilet and bathroom, unless you have the blinds down. Lunch is not a buffet. You will have to order from a set menu.",positive
"Wonderful stay, thoroughly enjoyed by all. Highly recommended. Staff gave us a fantastic warm welcome and all around we appreciated the very warm and friendly staff, from reception, housekeeping, pool, restaurant where the very friendly and helpful Waruna and his colleagues looked after us, through to the wonderful and charming GM Sisira, staff were utterly sincere and really keen to extend a warm experience. The food, with their new chef, was outstanding. The hotel and rooms are the best of legendary Bawa's architecture. Loved the clean straight lines, majestic pillars, large and airy rooms with fantastic views, superb in room amenities. The infinity pool, beach views, unrestricted views of the starry sky, lovely clean beach all were breathtaking. I also appreciated some very rare facilities like a good gym, two pools, tennis court, table tennis, badminton, lovely greenery - these are becoming quire rare. Heritage Ahungalle is a true gem. Thank you all for making it a memorable stay",positive
One of the best resorts in the Ahungalla. Really enjoyed our stay in the property. Though the foul smell in the elevator and ongoing construction in our wing was a bit turned off otherwise everything else was really comfortable.,positive
"a group of school friends stayed a couple of nights here. The staff at the hotel were extra accommodative of all the random requests. The check in was smooth, the billing too was quick. We found the meals to be of a high standard. The staff however were so pleasant. We tried to play some school girl games (as we were nostalgically reliving our past). The hotel allocated a separate area for our activity, and even provided efficient fist aid when needed. We had a loud noisy party in the night and the hotel ensured that our merriment was uninterrupted by providing - whatever we needed. Definitely a superior choice of hotel for group outings, looking to have an easy and fun time with good food and staff that are very helpful.",positive
"This was the second time I visited the Hotel. The very first time I visited with my toddler. It was very easy to handle her with the environment. Secondly, it was my corporate trip on Christmas Day. The gala dinner was superb and beyond expectation. It's so magical. Can't believe the way they managed a huge crowd. Service of the staff was also excellent with such a huge crowd. We enjoyed the beach time and magic event very much.",positive
Really enjoyed the hotel ambience. Amazing staff with smiling faces all the time. Food a little disappointed as there are not many options for veg and chicken. Amazing view from the hotel and very clean . Rukmal was amazing in providing service.,positive
"Very nice stay. If you’re choosing this hotel for the stars, don’t. I wouldn’t say it’s a 5* in everything but I will say that the staff deserves even more than 5*! Stay here to be treated right, have a carrying staff and very good food ! I really enjoyed my stay and I would definitely recommend this hotel",positive
"Had a wonderful time visiting with the family for one night over the weekend. Been to Heritance properties quite often and this one too delivers the high standards of the brand. Staff were very helpful, friendly and always welcoming. They didn’t hesitate to fulfil our requests. In a nutshell, Heritance Ahungalla is a very family friendly hotel with quality rooms and dining, topped off with an excellent team of staff. Will come back again.",positive
"WOW!!! We returned to this beachfront hotel 22 years after first visiting, we took our 2 grown up children for a final ""memorable"" family holiday. The staff at the hotel were amazing and when they found out that we had been there in 2001 they made us feel extra special. Both rooms had a sea view, both were large, clean, comfortable and air conditioned. The meals were all buffet style and there were always lots of options to choose from, the quality of food was generally very good and the service of the drinks waiters was fantastic. We were on the all inclusive package and the snack menu available from the bar was extensive but only available between 11-12 and 4-5 unfortunately. The drinks from the bar were great and also had a decent selection of cocktails to choose from. Sunbeds were always available and towels provided. Perhaps the best thing however about this fantastic hotel is the attitude of the staff , we were always being told that if there was anything that we wanted then we only had to ask, and they did indeed provide anything that we requested. Very special thanks to :- Sisira Senaratne (General Manager) Dilsha (guest relations), Nalin and Kalinga (bar staff), Presad (pool attendant), Jacob, Nihal, Jananjaya and Nuwan (restaurant), these are just a few of the brilliant staff members, but every single person at the hotel were so friendly and welcoming. So sorry to leave this wonderful hotel but will hopefully return again soon.",positive
A very good expérience. Staffs are very kind and helpfull and always available. The food is really good with huge variety and good quality too. The view is just extraodinary with swimming pool. Heritance Ahingala is absolutly fabulous.,positive
"Short and Sweet!!! We had such a great stay at this beautiful property Heritance Ahungalle!! From the welcoming smiles and till we departed the stay was just impeccable! Sisira Senaratne and his team are amazing !! Dilsha from guest relations is just the most warm hospitable person, Chef Gayan Thank you for the fabulous dishes !! Loved every single meal we had. Especially the customized lunch on the first day !! Varuna and Nelka from the main restaurant you are super stars !! Thank you for being so humble and accommodating us!! I could go on and on .. Highly recommend a minimum 2 nights stay to make the most of this beautiful place. Thank you for making our stay in Sri Lanka a beautiful one!",positive
"It was a family trip with my husband and my 16-month-old son. The room was very good. We booked a Premium King with Sea View, but we got a pool-view room. However, the view was not bad but wished they gave us what we booked. The food was not as I expected at all. I stayed at this hotel a few years ago and the food was amazing then but this time the food was very average. I got a rotten taste in one of the meat items. The jacuzzis in the pool area were not working also. Overall it was a bad experience because we had high expectations compared to the last stay. Nevertheless, we liked the rooms very much. It was very clean.",neutral
"We booked a hotel for 10 nights. Hotel is really nice with a beautiful ocean view 😍 very friendly and assistive staff. Cleaning was happening every day. The guys from “Dream Tours” agency - Dinesh and Dhanushka made our trip unforgettable. They can help to arrange tuktuk or a car rent with a driver and guide to take tour anywhere you want. We managed to explore all the Southern coast😊 and even Kandy and Colombo with them. Highly recommended, DREAM TOURS Dinesh and Dhanushka mobile numbers 0094779951582, 0094779412592. Very reliable and honest guys🙌🏻",positive
