text,category,cleaned_text,char_count,word_count
"When i walked in the lobby, it was very crowede and noisy, I envision the swimming pool from lobby, it was vitamin A crowded as disneyland, I cannot believe this is a 5 star hotel. And the swimming pool was someway under maintance, buns see the view as saw on the website. No bath tub atomic number 49 the bathroom. My flying was twelve noon, therefore i had an early breakfast at 7:20am, the breakfast time take up atomic number 85 7am, but it constitute topsy-turvydom when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's atomic number 102 Professional at all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Recreation,when i walked in the lobby it wa very crowede and noisy i envision the swimming pool from lobby it wa vitamin a crowded a disneyland i can not believe this is a star hotel and the swimming pool wa someway under maintance bun see the view a saw on the website no bath tub atomic number the bathroom my flying wa twelve noon therefore i had an early breakfast at am the breakfast time take up atomic number am but it constitute topsyturvydom when i walked in the restaurant staff in the restaurant were chatting laughing there atomic number professional at all i wa sooo disappointed at heritance ahungalla hotel,573,106
"When I walked inwards the lobby, IT was very crowede and noisy, I witness the swimming pool from lobby, it cost as crowded as disneyland, I cannot believe this is a quintet star hotel. And the swimming pool was somehow under maintance, can realise the eyeshot as saw on the website. No bath tub in the bathroom. My flight was dozen noon, soh I have an early breakfast at 7:20am, the breakfast time started at 7am, but information technology stage chaos when 1 walked in the restaurant, staff Hoosier State the restaurant were chatting, laughing, there's no Professional at all!! atomic number 53 was sooo disappointed atomic number 85 Heritance Ahungalla hotel!!!",Recreation,when i walked inwards the lobby it wa very crowede and noisy i witness the swimming pool from lobby it cost a crowded a disneyland i can not believe this is a quintet star hotel and the swimming pool wa somehow under maintance can realise the eyeshot a saw on the website no bath tub in the bathroom my flight wa dozen noon soh i have an early breakfast at am the breakfast time started at am but information technology stage chaos when walked in the restaurant staff hoosier state the restaurant were chatting laughing there no professional at all atomic number wa sooo disappointed atomic number heritance ahungalla hotel,573,106
"When I walked indium the lobby, it was identical crowede and noisy, I saw the swim pool from lobby, IT was as crowded A disneyland, iodine cannot believe this is ampere 5 sensation hotel. And the swimming pool was somehow below maintance, can see the view as run into on the website. atomic number 102 bath tub in the bathroom. My flight was dozen noon, so I had an former breakfast at 7:20am, the breakfast time started at 7am, but IT was chaos when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's nobelium Professional atomic number 85 all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Recreation,when i walked indium the lobby it wa identical crowede and noisy i saw the swim pool from lobby it wa a crowded a disneyland iodine can not believe this is ampere sensation hotel and the swimming pool wa somehow below maintance can see the view a run into on the website atomic number bath tub in the bathroom my flight wa dozen noon so i had an former breakfast at am the breakfast time started at am but it wa chaos when i walked in the restaurant staff in the restaurant were chatting laughing there nobelium professional atomic number all i wa sooo disappointed at heritance ahungalla hotel,573,106
"When I walk in the lobby, it be identical crowede and noisy, I realize the swim pool from lobby, it was As crowded as disneyland, single cannot believe this is a 5 star hotel. And the swim pool Evergreen State somehow under maintance, can see the view as saw on the website. no bathroom tub in the bathroom. My trajectory was 12 noon, so I had an early breakfast at 7:20am, the breakfast time started at 7am, but it was bedlam when I walked inch the restaurant, staff in the eating house were chatting, laughing, there's no Professional astatine all!! single be sooo frustrate at Heritance Ahungalla hotel!!!",Recreation,when i walk in the lobby it be identical crowede and noisy i realize the swim pool from lobby it wa a crowded a disneyland single can not believe this is a star hotel and the swim pool evergreen state somehow under maintance can see the view a saw on the website no bathroom tub in the bathroom my trajectory wa noon so i had an early breakfast at am the breakfast time started at am but it wa bedlam when i walked inch the restaurant staff in the eating house were chatting laughing there no professional astatine all single be sooo frustrate at heritance ahungalla hotel,573,106
"When I walking in the lobby, IT exist very crowede and noisy, 1 saw the swimming pool from lobby, it was as crowded as disneyland, unity cannot believe this is a 5 starring hotel. And the swimming pool was somehow below maintance, tooshie see the view as saw on the website. No bath tub in the bathroom. My flight comprise 12 noon, hence I suffer AN early breakfast atomic number 85 7:20am, the breakfast time started at 7am, but it was chaos when I walk in the restaurant, module Hoosier State the restaurant be chatting, laughing, there's no professional at all!! I was sooo disappoint At Heritance Ahungalla hotel!!!",Recreation,when i walking in the lobby it exist very crowede and noisy saw the swimming pool from lobby it wa a crowded a disneyland unity can not believe this is a starring hotel and the swimming pool wa somehow below maintance tooshie see the view a saw on the website no bath tub in the bathroom my flight comprise noon hence i suffer an early breakfast atomic number am the breakfast time started at am but it wa chaos when i walk in the restaurant module hoosier state the restaurant be chatting laughing there no professional at all i wa sooo disappoint at heritance ahungalla hotel,573,106
Buffet is not good.,Food,buffet is not good,19,4
Buffet is not good.,Food,buffet is not good,19,4
Buffet constitute not good.,Food,buffet constitute not good,19,4
Buffet is non good.,Food,buffet is non good,19,4
Buffet is not good.,Food,buffet is not good,19,4
buffet is not good.,Food,buffet is not good,19,4
Buffet is not good.,Food,buffet is not good,19,4
buff is not good.,Food,buff is not good,19,4
Buffet is non good.,Food,buffet is non good,19,4
Buffet is non good.,Food,buffet is non good,19,4
Buffet is non good.,Food,buffet is non good,19,4
BEWARE THE BEACH GANGS,Recreation,beware the beach gang,22,4
BEWARE THE BEACH GANGS,Recreation,beware the beach gang,22,4
mind THE BEACH GANGS,Recreation,mind the beach gang,22,4
BEWARE THE BEACH gang,Recreation,beware the beach gang,22,4
BEWARE THE BEACH GANGS,Recreation,beware the beach gang,22,4
BEWARE THE BEACH crew,Recreation,beware the beach crew,22,4
BEWARE THE BEACH GANGS,Recreation,beware the beach gang,22,4
BEWARE THE BEACH gang,Recreation,beware the beach gang,22,4
beware THE BEACH GANGS,Recreation,beware the beach gang,22,4
BEWARE THE beach GANGS,Recreation,beware the beach gang,22,4
beware THE BEACH GANGS,Recreation,beware the beach gang,22,4
Lovely location spoilt by the lack of customer service,Recreation,lovely location spoilt by the lack of customer service,54,9
Lovely location spoilt by the lack of customer divine service,Recreation,lovely location spoilt by the lack of customer divine service,54,9
Lovely location spoilt by the lack of customer serve,Recreation,lovely location spoilt by the lack of customer serve,54,9
Lovely location spoilt by the deficiency of customer service,Recreation,lovely location spoilt by the deficiency of customer service,54,9
Lovely location baby by the lack of customer help,Recreation,lovely location baby by the lack of customer help,54,9
Lovely location spoil by the lack of customer service of process,Recreation,lovely location spoil by the lack of customer service of process,54,9
cover girl location spoilt by the lack of client service,Recreation,cover girl location spoilt by the lack of client service,54,9
cover girl location spoilt by the lack of customer service,Recreation,cover girl location spoilt by the lack of customer service,54,9
Lovely location itch aside the lack of customer service,Recreation,lovely location itch aside the lack of customer service,54,9
Lovely placement spoilt by the lack of customer service,Recreation,lovely placement spoilt by the lack of customer service,54,9
Lovely locating spoilt by the lack of client service,Recreation,lovely locating spoilt by the lack of client service,54,9
"superb beach, excellent food, very nice hotel/pool but rooms a bit shabby",Recreation,superb beach excellent food very nice hotelpool but room a bit shabby,73,12
"superb beach, excellent food, very nice hotel/pool merely room a minute shabby",Recreation,superb beach excellent food very nice hotelpool merely room a minute shabby,73,12
"superb beach, excellent food, rattling nice hotel/pool but room deoxyadenosine monophosphate bit shabby",Recreation,superb beach excellent food rattling nice hotelpool but room deoxyadenosine monophosphate bit shabby,73,12
"superb beach, splendid food, very nice hotel/pool but rooms a bit shabby",Recreation,superb beach splendid food very nice hotelpool but room a bit shabby,73,12
"superb beach, excellent food, very nice hotel/pool but rooms A bit tatty",Recreation,superb beach excellent food very nice hotelpool but room a bit tatty,73,12
"superb beach, fantabulous food, very nice hotel/pool only rooms a sting shabby",Recreation,superb beach fantabulous food very nice hotelpool only room a sting shabby,73,12
"superb beach, excellent food, identical nice hotel/pool but rooms a bit shabby",Recreation,superb beach excellent food identical nice hotelpool but room a bit shabby,73,12
"superb beach, excellent food, very nice hotel/pool but rooms group A bit shabby",Recreation,superb beach excellent food very nice hotelpool but room group a bit shabby,73,12
"superb beach, fantabulous food, very decent hotel/pool but rooms angstrom bit shabby",Recreation,superb beach fantabulous food very decent hotelpool but room angstrom bit shabby,73,12
"brilliant beach, fantabulous food, very nice hotel/pool just rooms a bit shabby",Recreation,brilliant beach fantabulous food very nice hotelpool just room a bit shabby,73,12
"superb beach, splendid food, very nice hotel/pool but way a bit shabby",Recreation,superb beach splendid food very nice hotelpool but way a bit shabby,73,12
"The hotel needs refurbishment.  Some of the corridors and courtyards were in a very poor state. The meals were OK, although not up to 5 star standard. There was only one ala carte restaurant. The restaurant staff were a credit to the hotel - always willing to help. Unfortunately,  cant say the same of the reception staff who would benefit from a communication skills training course.  The Gym was very poorly equipped and certainly did not merit a 5 star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were in a very poor state the meal were ok although not up to star standard there wa only one ala carte restaurant the restaurant staff were a credit to the hotel always willing to help unfortunately cant say the same of the reception staff who would benefit from a communication skill training course the gym wa very poorly equipped and certainly did not merit a star status,464,81
"The hotel needs refurbishment. Some of the corridors and courtyards were in a real pitiable state. The meal were OK, although non up to 5 star standard. There was only one ala carte du jour restaurant. The restaurant rung were a credit to the hotel - always willing to help. Unfortunately, cant aver the same of the response staff who would welfare from a communication skill trail course. The Gym be selfsame indisposed equipped and certainly did not virtue a 5 star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were in a real pitiable state the meal were ok although non up to star standard there wa only one ala carte du jour restaurant the restaurant rung were a credit to the hotel always willing to help unfortunately cant aver the same of the response staff who would welfare from a communication skill trail course the gym be selfsame indisposed equipped and certainly did not virtue a star status,464,81
"The hotel needs refurbishment. some of the corridors and courtyards were in a very short state. The meals embody OK, although not up to V prima standard. There was only single ala card restaurant. The restaurant staff were a credit to the hotel - always willing to help. Unfortunately, cant say the same of the reception staff WHO would benefit from a communication skills training course. The Gym be identical poorly equipped and surely did not merit a 5 star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were in a very short state the meal embody ok although not up to v prima standard there wa only single ala card restaurant the restaurant staff were a credit to the hotel always willing to help unfortunately cant say the same of the reception staff who would benefit from a communication skill training course the gym be identical poorly equipped and surely did not merit a star status,464,81
"The hotel needs refurbishment. Some of the corridors and courtyards be atomic number 49 a really poor state. The meals were OK, although not up to 5 star standard. There was only when 1 ala carte restaurant. The restaurant staff were a credit to the hotel - always willing to help. Unfortunately, patois pronounce the same of the reception staff who would benefit from antiophthalmic factor communication skills cultivate course. The Gym was very unwell equipped and certainly did non merit A 5 star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard be atomic number a really poor state the meal were ok although not up to star standard there wa only when ala carte restaurant the restaurant staff were a credit to the hotel always willing to help unfortunately patois pronounce the same of the reception staff who would benefit from antiophthalmic factor communication skill cultivate course the gym wa very unwell equipped and certainly did non merit a star status,464,81
"The hotel needs refurbishment. Some of the corridors and courtyards were inwards adenine very poor state. The meals were OK, although not up to 5 headliner standard. in that location was only unrivalled ala carte restaurant. The restaurant staff were a course credit to the hotel - always willing to help. Unfortunately, cant say the same of the reception faculty who would benefit from A communicating skills train course. The Gym was rattling poorly equipped and certainly did not deserve a quintuplet star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were inwards adenine very poor state the meal were ok although not up to headliner standard in that location wa only unrivalled ala carte restaurant the restaurant staff were a course credit to the hotel always willing to help unfortunately cant say the same of the reception faculty who would benefit from a communicating skill train course the gym wa rattling poorly equipped and certainly did not deserve a quintuplet star status,464,81
"The hotel motive refurbishment. more or less of the corridors and courtyards were atomic number 49 a very poor state. The meals were OK, although not up to v star standard. there be only one ala carte restaurant. The restaurant staff were a credit to the hotel - forever willing to help. Unfortunately, cant pronounce the same of the response staff who would profit from a communication skills training course. The gym was very sickly equipped and sure exercise not meritoriousness a 5 star status.",Recreation,the hotel motive refurbishment more or less of the corridor and courtyard were atomic number a very poor state the meal were ok although not up to v star standard there be only one ala carte restaurant the restaurant staff were a credit to the hotel forever willing to help unfortunately cant pronounce the same of the response staff who would profit from a communication skill training course the gym wa very sickly equipped and sure exercise not meritoriousness a star status,464,81
"The hotel necessarily refurbishment. Some of the corridors and courtyards were in a very poor state. The meals were OK, although not upwards to 5 star standard. There was only unitary ala menu restaurant. The restaurant staff were a credit to the hotel - always willing to help. Unfortunately, cant tell the Sami of the reception staff World Health Organization would benefit from a communicate skills training course. The Gym was very poorly equipped and certainly did not merit a 5 headliner status.",Recreation,the hotel necessarily refurbishment some of the corridor and courtyard were in a very poor state the meal were ok although not upwards to star standard there wa only unitary ala menu restaurant the restaurant staff were a credit to the hotel always willing to help unfortunately cant tell the sami of the reception staff world health organization would benefit from a communicate skill training course the gym wa very poorly equipped and certainly did not merit a headliner status,464,81
"The hotel needs refurbishment. roughly of the corridors and courtyards be in a very poor state. The meal subsist OK, although not upwardly to 5 sensation standard. thither was only one ala carte restaurant. The eating place staff were a credit to the hotel - forever willing to help. Unfortunately, cant say the same of the response staff who would benefit from adenine communication skills training course. The Gym was very poorly fitted out and certainly did non merit a 5 star status.",Recreation,the hotel need refurbishment roughly of the corridor and courtyard be in a very poor state the meal subsist ok although not upwardly to sensation standard thither wa only one ala carte restaurant the eating place staff were a credit to the hotel forever willing to help unfortunately cant say the same of the response staff who would benefit from adenine communication skill training course the gym wa very poorly fitted out and certainly did non merit a star status,464,81
"The hotel needs refurbishment. Some of the corridors and courtyards were in a very poor state. The meals were OK, although not up to 5 wiz standard. in that respect follow only one ala carte restaurant. The restaurant staff were a credit to the hotel - always willing to help. Unfortunately, cant state the same of the response staff World Health Organization would benefit from A communication skill training course. The Gym was very poorly equipped and for sure did non merit a Little Phoebe star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were in a very poor state the meal were ok although not up to wiz standard in that respect follow only one ala carte restaurant the restaurant staff were a credit to the hotel always willing to help unfortunately cant state the same of the response staff world health organization would benefit from a communication skill training course the gym wa very poorly equipped and for sure did non merit a little phoebe star status,464,81
"The hotel needs refurbishment. Some of the corridors and courtyards were in a very poor state. The meal were OK, although not upwardly to 5 star standard. There was only one ala menu restaurant. The restaurant staff were a acknowledgment to the hotel - perpetually willing to help. Unfortunately, cant say the same of the reception staff who would benefit from antiophthalmic factor communication skills training course. The Gym was very top out equipped and certainly did non merit a 5 star status.",Recreation,the hotel need refurbishment some of the corridor and courtyard were in a very poor state the meal were ok although not upwardly to star standard there wa only one ala menu restaurant the restaurant staff were a acknowledgment to the hotel perpetually willing to help unfortunately cant say the same of the reception staff who would benefit from antiophthalmic factor communication skill training course the gym wa very top out equipped and certainly did non merit a star status,464,81
"The hotel want refurbishment. Some of the corridors and courtyards were Hoosier State A really poor state. The meals were OK, although not up to five star standard. There was just one ala carte restaurant. The restaurant faculty were adenine credit to the hotel - always willing to help. Unfortunately, cant say the same of the reception staff who would profit from a communication accomplishment training course. The gym was very peaked equipped and sure enough did non merit a 5 star status.",Recreation,the hotel want refurbishment some of the corridor and courtyard were hoosier state a really poor state the meal were ok although not up to five star standard there wa just one ala carte restaurant the restaurant faculty were adenine credit to the hotel always willing to help unfortunately cant say the same of the reception staff who would profit from a communication accomplishment training course the gym wa very peaked equipped and sure enough did non merit a star status,464,81
The food was not very good.,Food,the food wa not very good,27,6
The food was not very good.,Food,the food wa not very good,27,6
The food was not very good.,Food,the food wa not very good,27,6
The intellectual nourishment was not very good.,Food,the intellectual nourishment wa not very good,27,6
The food was not very good.,Food,the food wa not very good,27,6
The food was not very good.,Food,the food wa not very good,27,6
The food was not really good.,Food,the food wa not really good,27,6
The food be not very good.,Food,the food be not very good,27,6
The food was not very good.,Food,the food wa not very good,27,6
The food was non very good.,Food,the food wa non very good,27,6
The food was not real good.,Food,the food wa not real good,27,6
Disappointing Stay and low service levels,Services,disappointing stay and low service level,41,6
disappoint Stay and low service levels,Services,disappoint stay and low service level,41,6
Disappointing Stay and low service levels,Services,disappointing stay and low service level,41,6
Disappointing stay and low service levels,Services,disappointing stay and low service level,41,6
Disappointing stay and low service levels,Services,disappointing stay and low service level,41,6
Disappointing Stay and broken service levels,Services,disappointing stay and broken service level,41,6
Disappointing Stay and low service of process levels,Services,disappointing stay and low service of process level,41,6
Disappointing Stay and low service levels,Services,disappointing stay and low service level,41,6
Disappointing Stay and down in the mouth service levels,Services,disappointing stay and down in the mouth service level,41,6
Disappointing Stay and low service levels,Services,disappointing stay and low service level,41,6
Disappointing Stay and low service levels,Services,disappointing stay and low service level,41,6
Shame about the food,Food,shame about the food,20,4
Shame about the solid food,Food,shame about the solid food,20,4
Shame around the food,Food,shame around the food,20,4
disgrace about the food,Food,disgrace about the food,20,4
Shame around the food,Food,shame around the food,20,4
disgrace about the food,Food,disgrace about the food,20,4
Shame about the solid food,Food,shame about the solid food,20,4
Shame about the food,Food,shame about the food,20,4
dishonor about the food,Food,dishonor about the food,20,4
dishonor about the food,Food,dishonor about the food,20,4
shame about the food,Food,shame about the food,20,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, hostile and irrelevant",Services,restrictive hostile and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, uncongenial and irrelevant",Services,restrictive uncongenial and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
"Restrictive, unfriendly and irrelevant",Services,restrictive unfriendly and irrelevant,38,4
The staff manipulate the guests to write the reviews they want. And the service is poor.,Services,the staff manipulate the guest to write the review they want and the service is poor,88,16
The staff manipulate the guests to compose the reviews they want. And the religious service is poor.,Services,the staff manipulate the guest to compose the review they want and the religious service is poor,88,16
The staff manipulate the guests to write the reviews they want. And the service is poor.,Services,the staff manipulate the guest to write the review they want and the service is poor,88,16
The staff manipulate the guests to write the reviews they want. And the Service is poor.,Services,the staff manipulate the guest to write the review they want and the service is poor,88,16
The staff manipulate the node to write the reviews they want. And the service is poor.,Services,the staff manipulate the node to write the review they want and the service is poor,88,16
The staff manipulate the guest to save the reviews they want. And the service is poor.,Services,the staff manipulate the guest to save the review they want and the service is poor,88,16
The staff manipulate the guest to write the reviews they want. And the service constitute poor.,Services,the staff manipulate the guest to write the review they want and the service constitute poor,88,16
The faculty manipulate the guests to write the review they want. And the service be poor.,Services,the faculty manipulate the guest to write the review they want and the service be poor,88,16
The staff manipulate the guests to pen the review they want. And the service is poor.,Services,the staff manipulate the guest to pen the review they want and the service is poor,88,16
The staff manipulate the guests to compose the reviews they want. And the servicing is poor.,Services,the staff manipulate the guest to compose the review they want and the servicing is poor,88,16
The stave manipulate the guests to indite the reviews they want. And the service be poor.,Services,the stave manipulate the guest to indite the review they want and the service be poor,88,16
Let down by slow dinner service and a poor meal,Food,let down by slow dinner service and a poor meal,47,10
Let down by slow dinner service and A poor meal,Food,let down by slow dinner service and a poor meal,47,10
permit down past slow dinner service and a poor meal,Food,permit down past slow dinner service and a poor meal,47,10
let down feather aside slow dinner service and a poor meal,Food,let down feather aside slow dinner service and a poor meal,47,10
LET down by slow dinner service and A poor meal,Food,let down by slow dinner service and a poor meal,47,10
Let down by slow dinner service and a hapless repast,Food,let down by slow dinner service and a hapless repast,47,10
Let down by slow down dinner serving and a poor repast,Food,let down by slow down dinner serving and a poor repast,47,10
Let down by wearisome dinner service and A poor meal,Food,let down by wearisome dinner service and a poor meal,47,10
Army of the Pure down by slow down dinner service and a poor meal,Food,army of the pure down by slow down dinner service and a poor meal,47,10
permit down aside slow dinner service and a poor repast,Food,permit down aside slow dinner service and a poor repast,47,10
Let kill by slow down dinner party service and a poor meal,Food,let kill by slow down dinner party service and a poor meal,47,10
"Unhappy experience. Boring food, unprofessional front office staff. Spa was awesome",Recreation,unhappy experience boring food unprofessional front office staff spa wa awesome,83,11
"Unhappy experience. Boring food, unprofessional front built in bed staff. Spa was awesome",Recreation,unhappy experience boring food unprofessional front built in bed staff spa wa awesome,83,11
"Unhappy experience. Boring food, unprofessional front business office staff. health spa was awesome",Recreation,unhappy experience boring food unprofessional front business office staff health spa wa awesome,83,11
"Unhappy experience. Boring food, unprofessional front office staff. Spa be awesome",Recreation,unhappy experience boring food unprofessional front office staff spa be awesome,83,11
"Unhappy experience. wearisome food, unprofessional front office staff. Spa follow awesome",Recreation,unhappy experience wearisome food unprofessional front office staff spa follow awesome,83,11
"Unhappy experience. Boring food, unprofessional front federal agency staff. Spa was awing",Recreation,unhappy experience boring food unprofessional front federal agency staff spa wa awing,83,11
"infelicitous experience. Boring food, unprofessional front office staff. Spa was awesome",Recreation,infelicitous experience boring food unprofessional front office staff spa wa awesome,83,11
"unhappy experience. Boring food, unprofessional front office staff. Spa was awesome",Recreation,unhappy experience boring food unprofessional front office staff spa wa awesome,83,11
"Unhappy experience. boring food, unprofessional front office staff. health spa live awesome",Recreation,unhappy experience boring food unprofessional front office staff health spa live awesome,83,11
"unhappy experience. irksome food, unprofessional front office staff. Spa was awesome",Recreation,unhappy experience irksome food unprofessional front office staff spa wa awesome,83,11
"Unhappy experience. dull food, unprofessional front agency staff. health spa was awesome",Recreation,unhappy experience dull food unprofessional front agency staff health spa wa awesome,83,11
"Stay was great but
1.  Considering there is nothing nearby to eat the food choices for A la cart and Room service are very very limited.
2. Phone receiver was smelly. None of the buttons worked
3. Door stopper broken and the the door kept banging if left open for a few seconds
4. Space beneath bed had not been swept or cleaned in a long time
5. TV was not working .
Hotel staff were warm and Service was lovely. The location and rooms were fabulous, so we overlooked all faults except  Point number 1 on Food.",Food,stay wa great but considering there is nothing nearby to eat the food choice for a la cart and roomservice are very very limited phone receiver wa smelly none of the button worked door stopper broken and the the door kept banging if left open for a few second space beneath bed had not been swept or cleaned in a long time tv wa not working hotel staff were warm and service wa lovely the location and room were fabulous so we overlooked all fault except point number on food,517,98
"stay was great only 1. Considering there is nothing nearby to eat the food choice for A la cart and Room service are terrific very limited. 2. Phone receiver be smelly. None of the clitoris cultivate 3. Door stopper broken and the the room access kept banging if left open for a few second 4. Space at a lower place have intercourse had not been swept or cleaned in A tenacious time 5. TV was not working . Hotel staff were warm and Service equal lovely. The location and rooms were fabulous, so we overlooked totally faults except Point number 1 along Food.",Food,stay wa great only considering there is nothing nearby to eat the food choice for a la cart and roomservice are terrific very limited phone receiver be smelly none of the clitoris cultivate door stopper broken and the the room access kept banging if left open for a few second space at a lower place have intercourse had not been swept or cleaned in a tenacious time tv wa not working hotel staff were warm and service equal lovely the location and room were fabulous so we overlooked totally fault except point number along food,517,98
"Stay make up great just 1. subject in that location is nothing nearby to corrode the food choices for A la cart and Room service are very satisfying limited. 2. Phone receiver was smelly. None of the buttons do work 3. Door stopper broken and the the room access kept banging if render open for a few seconds 4. Space beneath go to sleep had not been swept or cleaned in a long time 5. TV was not wreak . Hotel staff comprise warm and Service was lovely. The location and rooms exist fabulous, so we overlooked all faults demur Point number 1 on Food.",Food,stay make up great just subject in that location is nothing nearby to corrode the food choice for a la cart and roomservice are very satisfying limited phone receiver wa smelly none of the button do work door stopper broken and the the room access kept banging if render open for a few second space beneath go to sleep had not been swept or cleaned in a long time tv wa not wreak hotel staff comprise warm and service wa lovely the location and room exist fabulous so we overlooked all fault demur point number on food,517,98
"Stay was great but 1. Considering there is zilch nearby to eat the nutrient choices for A la cart and Room service are very very limited. 2. telephone telephone receiver personify smelly. None of the buttons worked 3. Door plug broken and the the door kept banging if leave open for angstrom few second base 4. space below bed had non make up swept or clean house in a foresightful time 5. TV was non working . Hotel staff were ardent and Service was lovely. The location and rooms were fabulous, therefrom we overlooked all fault take out Point number 1 on Food.",Food,stay wa great but considering there is zilch nearby to eat the nutrient choice for a la cart and roomservice are very very limited telephone telephone receiver personify smelly none of the button worked door plug broken and the the door kept banging if leave open for angstrom few second base space below bed had non make up swept or clean house in a foresightful time tv wa non working hotel staff were ardent and service wa lovely the location and room were fabulous therefrom we overlooked all fault take out point number on food,517,98
"Stay was great but 1. Considering there make up nothing nearby to eat the intellectual nourishment choices for A la cart and Room service constitute real very limited. 2. Phone receiver was smelly. none of the buttons crop 3. door stopple broken and the the room access keep get laid if left open for a few seconds 4. Space beneath bed had not been swing or cleaned in a retentive time 5. TV was not working . Hotel faculty were warm and Service be lovely. The localization and rooms were fabulous, so we overlooked all blame except Point number 1 along Food.",Food,stay wa great but considering there make up nothing nearby to eat the intellectual nourishment choice for a la cart and roomservice constitute real very limited phone receiver wa smelly none of the button crop door stopple broken and the the room access keep get laid if left open for a few second space beneath bed had not been swing or cleaned in a retentive time tv wa not working hotel faculty were warm and service be lovely the localization and room were fabulous so we overlooked all blame except point number along food,517,98
"Stay was great just 1. consider on that point is nothing nearby to eat the intellectual nourishment option for A lah cart and Room service are very very limited. 2. phone receiver exist smelly. None of the buttons worked 3. door stopper unkept and the the door kept banging if left open for a few minute 4. Space at a lower place bed had not been swept or cleaned in vitamin A long time 5. TV was not working . Hotel faculty were warm and military service was lovely. The location and rooms were fabulous, so we overlooked all error except Point number 1 on Food.",Food,stay wa great just consider on that point is nothing nearby to eat the intellectual nourishment option for a lah cart and roomservice are very very limited phone receiver exist smelly none of the button worked door stopper unkept and the the door kept banging if left open for a few minute space at a lower place bed had not been swept or cleaned in vitamin a long time tv wa not working hotel faculty were warm and military service wa lovely the location and room were fabulous so we overlooked all error except point number on food,517,98
"Stay was great but 1. Considering there is zippo nearby to eat the solid food choice for A Pelican State cart and Room service are selfsame very limited. 2. Phone receiver be smelly. None of the buttons worked 3. door stopper broken and the the threshold kept banging if left open for a few instant 4. Space beneath bed had not been swept or cleaned in a long clip 5. TV was not working . Hotel stave were warm and service make up lovely. The location and rooms were fabulous, so we overlooked all faults except point number 1 on Food.",Food,stay wa great but considering there is zippo nearby to eat the solid food choice for a pelican state cart and roomservice are selfsame very limited phone receiver be smelly none of the button worked door stopper broken and the the threshold kept banging if left open for a few instant space beneath bed had not been swept or cleaned in a long clip tv wa not working hotel stave were warm and service make up lovely the location and room were fabulous so we overlooked all fault except point number on food,517,98
"Stay was great exclusively 1. conceive there is nothing nearby to eat the food choices for A la cart and room service personify very very limited. 2. Phone receiving system was smelly. none of the buttons worked 3. Door stopper broken and the the door kept banging if left unfold for deoxyadenosine monophosphate few 2nd 4. Space beneath bed had non been swept or cleaned indium a long prison term 5. TV was not working . Hotel staff were warm and Service was lovely. The locating and rooms were fabulous, so we look out over entirely faults except Point number one along Food.",Food,stay wa great exclusively conceive there is nothing nearby to eat the food choice for a la cart and roomservice personify very very limited phone receiving system wa smelly none of the button worked door stopper broken and the the door kept banging if left unfold for deoxyadenosine monophosphate few nd space beneath bed had non been swept or cleaned indium a long prison term tv wa not working hotel staff were warm and service wa lovely the locating and room were fabulous so we look out over entirely fault except point number one along food,517,98
"stop make up great but 1. view there is nothing nearby to eat the food choices for A la cart and Room service are very very limited. 2. phone receiver was smelly. None of the buttons work 3. door stopper broken and the the door kept banging if left open for a few seconds 4. Space beneath bed had non be sail or cleaned in a yearn meter 5. TV was non working . Hotel staff were affectionate and Service was lovely. The fix and rooms were fabulous, thus we overlooked all faults except Point number I on Food.",Food,stop make up great but view there is nothing nearby to eat the food choice for a la cart and roomservice are very very limited phone receiver wa smelly none of the button work door stopper broken and the the door kept banging if left open for a few second space beneath bed had non be sail or cleaned in a yearn meter tv wa non working hotel staff were affectionate and service wa lovely the fix and room were fabulous thus we overlooked all fault except point number i on food,517,98
