text,sentiment,cleaned_text,char_count,word_count,avg_word_length,sentiment_score,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity
"We visit there as out department annual trip. From the start the experience was terrible. General check-in time was 2.00 p.m. Be we waited for ever to get our rooms. We were at tjhe lobby and we had to check every 10 minitues for the room availabity. After great difficultly I manage to get my room around 4.00 p.m. Room condition was not that satisfactory either. to get the hot water after turning the tap it took considerable time. First time I thought there was nop hot water. Bidet shower was made awful loud noise. In the restaurant if the table is not prepared it took some time to prepare it. I still missed certain items like napkins, I asked for severral times and eventually continue witho out it. Food was average in both lunch and dinner, but the brakfast was better. Inside the rooms the cellular service was poor, sometime absolutely no reception. I can't find any reason for this but all my friend experience this issue.",negative,we visit there a out department annual trip from the start the experience wa terrible general checkin time wa pm be we waited for ever to get our room we were at tjhe lobby and we had to check every minitues for the room availabity after great difficultly i manage to get my room around pm room condition wa not that satisfactory either to get the hot water after turning the tap it took considerable time first time i thought there wa nop hot water bidet shower wa made awful loud noise in the restaurant if the table is not prepared it took some time to prepare it i still missed certain item like napkin i asked for severral time and eventually continue witho out it food wa average in both lunch and dinner but the brakfast wa better inside the room the cellular service wa poor sometime absolutely no reception i cant find any reason for this but all my friend experience this issue,936,168,4.5773809523809526,-2,-0.1846,0.081,0.095,0.824,-0.04238095238095238,0.7003174603174603
"Better view at pool and ocean on 3th floor,_x000D_ But all rooms are quiet and good.",neutral,better view at pool and ocean on th floorxd but all room are quiet and good,84,16,4.3125,1,0.7003,0.293,0.0,0.707,0.39999999999999997,0.4777777777777778
"Pros: 1. Nice staff, ready to help in all matters (if you give them a tip, and they expect it). 2. Beautiful area with many animals (monkeys, palm squirrels, monkeys) 3. Nice pools Minuses: 1. All rooms located around the lobby are forced to listen to VERY loud music until 11-12 pm (our beds literally almost vibrated). We had to move further away because it was impossible to rest. 2. The choice of food only seems large, the spiciness is not indicated anywhere, so you had to take it at random. There is nothing at all for children. If you have stomach problems, you will have nothing to choose from. In fact, the only fruits were papaya, pineapple and unleavened watermelons. Sometimes I have bananas for breakfast. 3. The staff in the dining room is very slow - drinks were sometimes brought by the end of the meal 4. You should not take excursions from the guys on the beach - they will charge you twice as much and will try to take you to every place where they have a kickback. It's better to leave the hotel and negotiate with the tuk-tukers there. 5. To get to the ocean you need to break through a crowd of very intrusive locals who are trying to push everything on you - by the end of your vacation it’s already starting to irritate you. Not a minus of the hotel itself, but you won’t be able to swim in the ocean - the waves are quite shallow. No one has change, so count on it and change it for small money right away, otherwise you will also overpay.",neutral,pro nice staff ready to help in all matter if you give them a tip and they expect it beautiful area with many animal monkey palm squirrel monkey nice pool minus all room located around the lobby are forced to listen to very loud music until pm our bed literally almost vibrated we had to move further away because it wa impossible to rest the choice of food only seems large the spiciness is not indicated anywhere so you had to take it at random there is nothing at all for child if you have stomach problem you will have nothing to choose from in fact the only fruit were papaya pineapple and unleavened watermelon sometimes i have banana for breakfast the staff in the dining room is very slow drink were sometimes brought by the end of the meal you should not take excursion from the guy on the beach they will charge you twice a much and will try to take you to every place where they have a kickback it better to leave the hotel and negotiate with the tuktukers there to get to the ocean you need to break through a crowd of very intrusive local who are trying to push everything on you by the end of your vacation it already starting to irritate you not a minus of the hotel itself but you wont be able to swim in the ocean the wave are quite shallow no one ha change so count on it and change it for small money right away otherwise you will also overpay,1465,276,4.311594202898551,1,0.2101,0.048,0.035,0.916,0.10391304347826086,0.5830124223602484
"Well The overall experience is not bad.. The two Pools were clean, big and had a good time swimming.. But the Jacuzzi pools were not clean.. Was very unpleasant to get in.. staff is friendly and supportive, except the staff in the buffet area.. Its like they are annoyed with the guests who are dining there.. One girl poured water to the glass until its over flowed.. She apologised but ddnt have enough time to clean it for us she got occupied with something else.. I dont blame her, But the hotel management becauae it seemed like they were over worked the shifts.. Some of them were exhausted and unable to provide the service as expected by the guests paid for a pleasant dining time.. Poor service from taking away the finished plates to filling up the finished dishes.. Buffet was average in my opinion, food is good, considerable amount of variety was there.. but i hope they can improve a lil bit more when it comes to buffet and dining.. Apart from that the stay was satisfying.. We booked a premium delux room.. Which was spacious and clean.. But the bed was uncomfortable.. I expected for the bathrooms to be cleaner and more pleasant looking for a five start hotel.. Heard complaints from the guests in deluxe rooms.. So make sure to book higher rooms.. I recommend this hotel for a get away with avarage expectations.. Surely not upto five star standards specially compared to herritance kandalama.. The reception staff was very nice.. The check in was easy and quick.. Beach was clean.. Place is quiet and peaceful.. Just some improvements are needed to keep up the five star standards..",neutral,well the overall experience is not bad the two pool were clean big and had a good time swimming but the jacuzzi pool were not clean wa very unpleasant to get in staff is friendly and supportive except the staff in the buffet area it like they are annoyed with the guest who are dining there one girl poured water to the glass until it over flowed she apologised but ddnt have enough time to clean it for u she got occupied with something else i dont blame her but the hotel management becauae it seemed like they were over worked the shift some of them were exhausted and unable to provide the service a expected by the guest paid for a pleasant dining time poor service from taking away the finished plate to filling up the finished dish buffet wa average in my opinion food is good considerable amount of variety wa there but i hope they can improve a lil bit more when it come to buffet and dining apart from that the stay wa satisfying we booked a premium delux room which wa spacious and clean but the bed wa uncomfortable i expected for the bathroom to be cleaner and more pleasant looking for a five start hotel heard complaint from the guest in deluxe room so make sure to book higher room i recommend this hotel for a get away with avarage expectation surely not upto five star standard specially compared to herritance kandalama the reception staff wa very nice the check in wa easy and quick beach wa clean place is quiet and peaceful just some improvement are needed to keep up the five star standard,1602,281,4.704626334519573,2,0.996,0.245,0.07,0.685,0.17983709273182957,0.646470342522974
very beautiful plc..1 must shuld watch dis plc 2 njoy beauty of nature..njoing teasty food..grt hospality..pool #beach#games# ol togethr👍..n sply grt wrk of late ar.jeoferry bawa...grt inspiration 4 evey architect...,positive,very beautiful plc must shuld watch dis plc njoy beauty of naturenjoing teasty foodgrt hospalitypool beachgames ol togethrn sply grt wrk of late arjeoferry bawagrt inspiration evey architect,216,30,6.233333333333333,1,0.908,0.282,0.0,0.718,0.35,0.8
"We stayed 2 days in this hotel. Unfortunately the pictures on the website correspond to a long gone history. This hotel needs urgent maintenance. Especially the bathrooms, the floors, and the gardens and furniture around the pool. The people are really kind and try so hard their best, but we considered the place as a wrong choice.",negative,we stayed day in this hotel unfortunately the picture on the website correspond to a long gone history this hotel need urgent maintenance especially the bathroom the floor and the garden and furniture around the pool the people are really kind and try so hard their best but we considered the place a a wrong choice,332,57,4.842105263157895,1,-0.2034,0.1,0.112,0.788,0.0369047619047619,0.7202380952380952
Reception not Friendly!!!!,negative,reception not friendly,26,3,8.0,1,-0.5853,0.0,0.655,0.345,-0.457763671875,0.5
"Booked this hotel as part of our tour of sri lanka , it was the last one having stayed in 4 other hotels .Recommended to us and overall it was a nice hotel but let it self down in certain areas. Arrival was pleasant and we had a slight delay before going to the room , which was very nice spacious but in need of some improvements . wardrobe doors did not close on the runners , blinds in the bathroom had no function to close them , did report to reception but nothing done . Pool area very nice always able to get a sun lounger two pools available and the attendants were first class in providing towels and arranging the beds for you . Staff in the restaurants and bar areas were also first class being both attentive and professional. Only down side the evening was based around the pool and i feel they need to provide a better more comfortable seating arrangement instead of the same seating for the daytime pool drinking and eating tables and chairs . food and drink was good with a good choice and selection . beach is lovely but quiet due to , beach sellers and men pushing their taxi business which disrupts the relaxing environment , they stay behind a line of flags but it is close to the sun loungers. overall this is a nice hotel and nice beach side location nothing outside the resort if you go B+B then you must eat in the hotel which can work out expensive . The let down for us was the last day , most flights out of sri lanka are late evening , we were due to be collected at 21.30 . The room had to be vacated at 12.00 ( no late room available ). At 12.00 which was embarassing a member of the reception team came and cut off the all inclusive bands when we were with other guests. this is the first hotel which stopped the all inclusive many hours before we left . also if you want that shower prior to departing then they wont provide a room , we had to shower in the pool shower which is also the toilet nowhere to hang clothes or dry your hair . this was a disappointment to me which let the experience of the hotel down and which in my opinion stopped it being classed as a 5 Star , the sri lankan people were great i will return again but not to this hotel , i did read the reviews and thought i could ignore the beach sellers but it did spoil it . couple in our 40's",neutral,booked this hotel a part of our tour of sri lanka it wa the last one having stayed in other hotel recommended to u and overall it wa a nice hotel but let it self down in certain area arrival wa pleasant and we had a slight delay before going to the room which wa very nice spacious but in need of some improvement wardrobe door did not close on the runner blind in the bathroom had no function to close them did report to reception but nothing done pool area very nice always able to get a sun lounger two pool available and the attendant were first class in providing towel and arranging the bed for you staff in the restaurant and bar area were also first class being both attentive and professional only down side the evening wa based around the pool and i feel they need to provide a better more comfortable seating arrangement instead of the same seating for the daytime pool drinking and eating table and chair food and drink wa good with a good choice and selection beach is lovely but quiet due to beach seller and men pushing their taxi business which disrupts the relaxing environment they stay behind a line of flag but it is close to the sun lounger overall this is a nice hotel and nice beach side location nothing outside the resort if you go bb then you must eat in the hotel which can work out expensive the let down for u wa the last day most flight out of sri lanka are late evening we were due to be collected at the room had to be vacated at no late room available at which wa embarassing a member of the reception team came and cut off the all inclusive band when we were with other guest this is the first hotel which stopped the all inclusive many hour before we left also if you want that shower prior to departing then they wont provide a room we had to shower in the pool shower which is also the toilet nowhere to hang clothes or dry your hair this wa a disappointment to me which let the experience of the hotel down and which in my opinion stopped it being classed a a star the sri lankan people were great i will return again but not to this hotel i did read the review and thought i could ignore the beach seller but it did spoil it couple in our s,2293,451,4.086474501108648,5,0.9917,0.121,0.045,0.833,0.17837460317460319,0.4705396825396825
An amazing day out!,positive,an amazing day out,19,4,4.0,1,0.6239,0.577,0.0,0.423,0.7500000000000001,0.9
"Very nice hotel, the people who work in are the best person's we ever meet! Delicious food, brilliant atmosphere! Rooms are cleaning every day two times!! Perfect place for relax! We love this place and never forget! See you soon!!",positive,very nice hotel the people who work in are the best person we ever meet delicious food brilliant atmosphere room are cleaning every day two time perfect place for relax we love this place and never forget see you soon,231,40,4.8,4,0.9825,0.47,0.0,0.53,0.9594270833333334,0.8166666666666665
Higher Floors have a better sea view,neutral,higher floor have a better sea view,36,7,4.285714285714286,0,0.4404,0.326,0.0,0.674,0.375,0.5
"After visiting Sri Lanka 4 times over the last 6 or 7 years visiting several different hotels, I have to say I wasn’t overly impressed with the Hotel. We stayed for a week in January and to be honest the hotel was ok, the staff were great and the setting beautiful. But I have to buck the trend of good reviews because to be honest the food was average at best. As mentioned above my wife and I have visited Sri Lanka many times without any issues. But unfortunately by the second night my wife and I came down with severe diarrhoea and stomach cramps which lasted the whole week. This could have only been the food or drink because we always drink bottled water. You also dont expect ongoing hotel maintenance in high season with mobile scaffold in the hotel entrance and around the front of the pool for 3 days. Seeing men with breathing equipment sending huge clouds of white smoke into the air in the courtyard outside our room. It was so bad we had to put a towel at the bottom of our door. All together if wasn’t for the setting and the staff it would have been a poor stay in a 5 star resort.",negative,after visiting sri lanka time over the last or year visiting several different hotel i have to say i wasnt overly impressed with the hotel we stayed for a week in january and to be honest the hotel wa ok the staff were great and the setting beautiful but i have to buck the trend of good review because to be honest the food wa average at best a mentioned above my wife and i have visited sri lanka many time without any issue but unfortunately by the second night my wife and i came down with severe diarrhoea and stomach cramp which lasted the whole week this could have only been the food or drink because we always drink bottled water you also dont expect ongoing hotel maintenance in high season with mobile scaffold in the hotel entrance and around the front of the pool for day seeing men with breathing equipment sending huge cloud of white smoke into the air in the courtyard outside our room it wa so bad we had to put a towel at the bottom of our door all together if wasnt for the setting and the staff it would have been a poor stay in a star resort,1099,210,4.238095238095238,1,0.8107,0.109,0.07,0.821,0.21617777777777775,0.5224888888888889
Avoid festivals and weekends,negative,avoid festival and weekend,28,4,6.25,0,0.0772,0.373,0.328,0.299,0.0,0.0
"During school holidays Heritance Ahungalla is a place where I visit for relaxation. Service what we received from the time we step in and until we leave is excellent. I look forward every year to visit this hotel again and again. Never get board or tired, when we are in this hotel.",positive,during school holiday heritance ahungalla is a place where i visit for relaxation service what we received from the time we step in and until we leave is excellent i look forward every year to visit this hotel again and again never get board or tired when we are in this hotel,282,52,4.4423076923076925,1,0.765,0.16,0.067,0.773,0.3,0.85
Not great. Not sure what alternative there may be. Just a giant ugly hotel.,negative,not great not sure what alternative there may be just a giant ugly hotel,75,14,4.428571428571429,1,-0.7079,0.089,0.342,0.57,-0.3375,0.9097222222222222
Stay somewhere else,negative,stay somewhere else,19,3,5.666666666666667,0,0.0,0.0,0.0,1.0,0.0,0.0
Buying buffet tickets were as though lunch was freeLaid back service. food prices way too much compared to other hotels in this area. We had lunch buffeut and it was not at all good. It does not justify charges.,negative,buying buffet ticket were a though lunch wa freelaid back service food price way too much compared to other hotel in this area we had lunch buffeut and it wa not at all good it doe not justify charge,211,39,4.435897435897436,1,-0.1511,0.044,0.058,0.898,0.19374999999999998,0.29375
rooms on the bottom floor are a good deal but not the ones on the furthest from the reception. It&#39;s creepy walking all the way at night :-(,neutral,room on the bottom floor are a good deal but not the one on the furthest from the reception it creepy walking all the way at night,143,28,4.142857142857143,1,-0.3182,0.062,0.104,0.833,-0.18333333333333335,0.8666666666666667
"I stayed here only one night with my family. Nice hotel for a beach holiday and unfortunately we were there during the monsoon period. Our room was 158 and it is a huge room in the corner , room was very clean , food was average. They have super friendly staff. Normaly they organize fire show in Saturday night and I enjoyed it a lot.",positive,i stayed here only one night with my family nice hotel for a beach holiday and unfortunately we were there during the monsoon period our room wa and it is a huge room in the corner room wa very clean food wa average they have super friendly staff normaly they organize fire show in saturday night and i enjoyed it a lot,335,65,4.1692307692307695,3,0.9468,0.258,0.059,0.683,0.22611111111111112,0.7862962962962965
&quot;Suites are the perfect places to relax&quot;,positive,quotsuites are the perfect place to relaxquot,50,7,6.285714285714286,1,0.5719,0.381,0.0,0.619,1.0,1.0
Nice but not great,neutral,nice but not great,18,4,3.75,2,-0.5486,0.228,0.532,0.24,0.09999999999999998,0.875
Ask for the rooms around the private pool if you like easy access to them. Room 130 - 134,neutral,ask for the room around the private pool if you like easy access to them room,89,19,3.736842105263158,0,0.6597,0.241,0.0,0.759,0.21666666666666667,0.6041666666666667
Ayubowan Heritance Ahungalla,negative,ayubowan heritance ahungalla,28,3,8.666666666666666,0,0.0,0.0,0.0,1.0,0.0,0.0
"Weather Lol! Rained most of the week, water came in and shut down mode applied. Shame because beach and pool are lovely. Just not so much in the rainMpx",negative,weather lol rained most of the week water came in and shut down mode applied shame because beach and pool are lovely just not so much in the rainmpx,152,29,4.275862068965517,1,0.5848,0.191,0.086,0.722,0.40888888888888886,0.4877777777777778
"I am surprised at the number of glowing reviews this hotel has received. Either my wife and I were unlucky, too hard to impress, or other reviewers for this hotel were being too kind. Ill start with the positives. The hotel grounds are very nice, the pool is excellent, the location right on the beach very nice. The rooms are ok, they have everything you might expect or want. Nothing more or less. However this hotel seems to follow the usual business model you find in these types of regions. Hire the cheapest staff you can find, provide only the basic training, charge the guests international rates, make a fortune on high margins. Staff were slow and spoke very little english. They cannot engage in conversation which is frustrating when you need to ask about the local area, request extra food items, or anything you might require. There was no imagination, such beautiful grounds yet no outdoor BBQ for guests during the day or night, outdoor pool bar, or even music. And then there is the idea of apparent supplementation of hotel income by allowing corporate/local guests in with their families in tow on weekends. About 20 screaming kids in the pool and all the deck chairs taken forcing guests like myself to retreat somewhere else. I just dont expect this at a hotel that wants be considered in the luxurious category. Food was overpriced for the quality. It was fine, just not what you would expect for the price. Staff would take away an empty bottle and just fail to ask if you wanted another. Basic stuff. Staff are just in a constant state of apathy. I found myself having to look for the barman, find the guy to bring my wife and I the towels for the pool area. They were just never where you wanted them to be. When you did they were slow and emotionless. And the hawkers waiting outside the hotel limits on the beach. I mean that put me off straight away. We couldnt go anywhere without being accosted by these people. If I want a poorly made garment Ill go the street market myself thanks. Other guests actually hesitated walking on to the beautiful beach just so they didnt have to interact with these people. How is that fair? Upon checkout, my wife and I sat in the lobby area for 35 minutes as we waited for our driver and werent offered a single beverage/refreshment. Guess once you check out you arent worth the time anymore? Given so many of us only have only a few weeks a year allotted for holidays due to work commitments, its heartbreaking not getting what you think you are paying for. I think the Heritance Ahungalla has become complacent due to all the kind reveiws. When compared to the surrounding area it is 5 star quality, but internationally its 3 star at best. Its not a bad hotel at all, just not that great. Therefore I gave it an ""average"" rating as its simply average. UPDATE: We have just checked in to the Fortress in Galle and it makes the Heritance look even worse. I wish we hadnt bothered with Ahungalla at all now. Im sure Ill get some half-hearted response from the management regarding my critique as they have done to others. I would have given it to them personally had they asked, but they never did.",negative,i am surprised at the number of glowing review this hotel ha received either my wife and i were unlucky too hard to impress or other reviewer for this hotel were being too kind ill start with the positive the hotel ground are very nice the pool is excellent the location right on the beach very nice the room are ok they have everything you might expect or want nothing more or less however this hotel seems to follow the usual business model you find in these type of region hire the cheapest staff you can find provide only the basic training charge the guest international rate make a fortune on high margin staff were slow and spoke very little english they can not engage in conversation which is frustrating when you need to ask about the local area request extra food item or anything you might require there wa no imagination such beautiful ground yet no outdoor bbq for guest during the day or night outdoor pool bar or even music and then there is the idea of apparent supplementation of hotel income by allowing corporatelocal guest in with their family in tow on weekend about screaming kid in the pool and all the deck chair taken forcing guest like myself to retreat somewhere else i just dont expect this at a hotel that want be considered in the luxurious category food wa overpriced for the quality it wa fine just not what you would expect for the price staff would take away an empty bottle and just fail to ask if you wanted another basic stuff staff are just in a constant state of apathy i found myself having to look for the barman find the guy to bring my wife and i the towel for the pool area they were just never where you wanted them to be when you did they were slow and emotionless and the hawker waiting outside the hotel limit on the beach i mean that put me off straight away we couldnt go anywhere without being accosted by these people if i want a poorly made garment ill go the street market myself thanks other guest actually hesitated walking on to the beautiful beach just so they didnt have to interact with these people how is that fair upon checkout my wife and i sat in the lobby area for minute a we waited for our driver and werent offered a single beveragerefreshment guess once you check out you arent worth the time anymore given so many of u only have only a few week a year allotted for holiday due to work commitment it heartbreaking not getting what you think you are paying for i think the heritance ahungalla ha become complacent due to all the kind reveiws when compared to the surrounding area it is star quality but internationally it star at best it not a bad hotel at all just not that great therefore i gave it an average rating a it simply average update we have just checked in to the fortress in galle and it make the heritance look even worse i wish we hadnt bothered with ahungalla at all now im sure ill get some halfhearted response from the management regarding my critique a they have done to others i would have given it to them personally had they asked but they never did,3160,571,4.535901926444834,3,0.9453,0.092,0.06,0.848,0.09655433947772656,0.5092697132616488
We went to this hotel for a weekend stay with another family. Hotel looked very old but since this is a Geoffrey Bava creation it’s still of so much value. We stayed for one night and was on full board basis. Food was average because of the variety. Sri Lankan food was there but still for a 5 star hotel not good enough. Staff were friendly but overall service needs to improve. They lacked energy and interests. Across the hotel we felt there was some sense of boredom. Room was ok but then again it looked old style if you like them. Overall this is a good hotel which may be in need of a new theme and a service upgrade.,neutral,we went to this hotel for a weekend stay with another family hotel looked very old but since this is a geoffrey bava creation it still of so much value we stayed for one night and wa on full board basis food wa average because of the variety sri lankan food wa there but still for a star hotel not good enough staff were friendly but overall service need to improve they lacked energy and interest across the hotel we felt there wa some sense of boredom room wa ok but then again it looked old style if you like them overall this is a good hotel which may be in need of a new theme and a service upgrade,624,121,4.1652892561983474,1,0.9729,0.202,0.042,0.756,0.15318181818181817,0.3665034965034965
"My partner and I have arrived from the UK this afternoon and we knew instantly, that we had made a big mistake choosing this property as our base in Sri Lanka. The lobby has as much ambience as my mothers funeral in September!!!!!! It is dark, unwelcoming, cold,uncomfortable furnishings and lacks any kind of warmth and inviting environment. We had paid for an upgrade on our room prior to leaving the UK with a double bed deluxe sea view. We got neither. Room was damp with a smell of urine from the bathroom. Interior was again dark with numerous scratches on furniture. No ocean view and two twin beds put together and the safe was not secure to anything!!!!! Tiles missing from the bathroom and no kettle,ironing board and iron!! The list is endless. Complained to the management and the front of house manager did state some of the rooms had not been upgraded in thirty five years. We were moved to another room which was supposed to be an upgrade. Alas not. Toilet that leaks, as well as the air conditioning: no secure safety box and the smell of fresh paint. Have eaten n the restaurant this evening. Best described as bland, average and uninspiring. We have already been in touch with our tour operator to move us or we will be returning early home. The only positive are the very friendly staff. If any of the hotel management read this we are in room 355. If you want luxury, with the added little touches do not come here, save your money and go elsewhere.",negative,my partner and i have arrived from the uk this afternoon and we knew instantly that we had made a big mistake choosing this property a our base in sri lanka the lobby ha a much ambience a my mother funeral in september it is dark unwelcoming colduncomfortable furnishing and lack any kind of warmth and inviting environment we had paid for an upgrade on our room prior to leaving the uk with a double bed deluxe sea view we got neither room wa damp with a smell of urine from the bathroom interior wa again dark with numerous scratch on furniture no ocean view and two twin bed put together and the safe wa not secure to anything tile missing from the bathroom and no kettleironing board and iron the list is endless complained to the management and the front of house manager did state some of the room had not been upgraded in thirty five year we were moved to another room which wa supposed to be an upgrade ala not toilet that leak a well a the air conditioning no secure safety box and the smell of fresh paint have eaten n the restaurant this evening best described a bland average and uninspiring we have already been in touch with our tour operator to move u or we will be returning early home the only positive are the very friendly staff if any of the hotel management read this we are in room if you want luxury with the added little touch do not come here save your money and go elsewhere,1469,266,4.526315789473684,1,0.5908,0.091,0.085,0.824,0.04116829215706169,0.4926948051948053
"I have been to Heritance Ahungalla many many times. It is a second home to my family and my first choice for a family holiday, for an office trip or for a corporate training event. The difference at Heritance Ahungalla is the consistency in service and the courtesy and assistance extended by all, from the GM to a steward or housekeeping staff. Very innovative in everything they do, excellent rooms and delightful cuisine. I will never forget the 'ice-cream sandwich' served after an outdoor training session I had Heritance. The welcome and the departure is equally warm, which is not common - Gihan Talgodapitiya",positive,i have been to heritance ahungalla many many time it is a second home to my family and my first choice for a family holiday for an office trip or for a corporate training event the difference at heritance ahungalla is the consistency in service and the courtesy and assistance extended by all from the gm to a steward or housekeeping staff very innovative in everything they do excellent room and delightful cuisine i will never forget the icecream sandwich served after an outdoor training session i had heritance the welcome and the departure is equally warm which is not common gihan talgodapitiya,616,104,4.9326923076923075,1,0.9659,0.19,0.0,0.81,0.4954545454545455,0.5757575757575757
Incredible architecture and situation with poor service and maintenance,positive,incredible architecture and situation with poor service and maintenance,71,9,7.0,-1,-0.4767,0.0,0.279,0.721,0.25,0.75
Try to take room on the top floor as it will give you the view of the beach. The rooms on the lower level do not offer this view.,neutral,try to take room on the top floor a it will give you the view of the beach the room on the lower level do not offer this view,129,29,3.4827586206896552,0,-0.1027,0.058,0.071,0.871,0.5,0.5
"One of the best hotels in down south sri Lanka...specially the staff is very friendly and helpful...also, we had a nice room on the 3rd floor with direct sea view...thank you for making our stay memorable and comfortable...",positive,one of the best hotel in down south sri lankaspecially the staff is very friendly and helpfulalso we had a nice room on the rd floor with direct sea viewthank you for making our stay memorable and comfortable,223,38,4.894736842105263,5,0.9299,0.289,0.0,0.711,0.36649305555555556,0.5548611111111111
"Why bed only? The buffet is over priced, ala carte much better although the selection isn't wide it was sufficient for us. Breakfast buffet was better if I hadn't booked with the breakfast addon (why did I do that??) I would have done ala carte again.",neutral,why bed only the buffet is over priced ala carte much better although the selection isnt wide it wa sufficient for u breakfast buffet wa better if i hadnt booked with the breakfast addon why did i do that i would have done ala carte again,251,46,4.478260869565218,0,0.7461,0.126,0.0,0.874,0.225,0.6
"The hotel is generally good. I was informed that it had been hit by the tsunami in 2004 and all the ground floor rooms were submerged. I travelled in a group and somehow got upgraded to a large deluxe room which was fantastics with all the trimmings. The room was spacious with a great view. However, my friends who were in standards rooms didn't like their stay at all. They complained about the rooms having flying cockroaches. The culinary experience was not as great as I hoped considering the hotel was voted as being the Best in Culinary Experience in Sri Lanka. Maybe because I was comparing with Hilton Colombo where I had just come from and which I would rate as better. The gym was ok but the electic equipment such as treadmills and cross trainers could use an upgrade. The gym is open throughout i.e. it's never locked which is great for flexibility. The swimming pools are very inviting and the meeting room were provided was ok though the selection of coffee/ tea beak snacks could be improved. One thing that was interesting was the sea was rough all the time throughout our stay. No guests could swim in the sea at all. This is a very interesting phenomenon which i had not previously experienced.",neutral,the hotel is generally good i wa informed that it had been hit by the tsunami in and all the ground floor room were submerged i travelled in a group and somehow got upgraded to a large deluxe room which wa fantastics with all the trimming the room wa spacious with a great view however my friend who were in standard room didnt like their stay at all they complained about the room having flying cockroach the culinary experience wa not a great a i hoped considering the hotel wa voted a being the best in culinary experience in sri lanka maybe because i wa comparing with hilton colombo where i had just come from and which i would rate a better the gym wa ok but the electic equipment such a treadmill and cross trainer could use an upgrade the gym is open throughout ie it never locked which is great for flexibility the swimming pool are very inviting and the meeting room were provided wa ok though the selection of coffee tea beak snack could be improved one thing that wa interesting wa the sea wa rough all the time throughout our stay no guest could swim in the sea at all this is a very interesting phenomenon which i had not previously experienced,1213,217,4.594470046082949,4,0.9858,0.166,0.034,0.801,0.33163265306122447,0.47278911564625853
Heritance Ahungalla: Heritance Ahungalla is an Ideal place to enjoy with your family. Appreciate their friendly services. International foods as well as Authentic Sri Lankan Cuisine. Thank u Heritance Ahungalla,positive,heritance ahungalla heritance ahungalla is an ideal place to enjoy with your family appreciate their friendly service international food a well a authentic sri lankan cuisine thank u heritance ahungalla,210,30,6.033333333333333,1,0.9442,0.416,0.0,0.584,0.43499999999999994,0.55
"I have such mixed feelings about this hotel but I’m confident in saying that this is not up to the standards of a 5 star. We stopped here for the last week of our 2 week trip to Sri Lanka for our honeymoon and on arrival to the hotel from the lobby/main gates it looked exceptional! On arrival to our “deluxe” room we were instantly disappointed. The room apparently had just been refurbished which I found really hard to believe. The shower was covered in limescale and the room was tiny. After a bit of a battle we were finally allocated another room. This room was slightly bigger but the bathroom was once again the bathroom was again covered in limescale, half decorated, very basic and we couldn’t see anything deluxe or 5 star about it. Earlier in the week we stayed in a deluxe room at a sister hotel ‘Heritance Kandalama’ and the room there had an amazing view, whirlpool bath & amazing decor… so as you can imagine we were really disappointed with this room. I’ve attached a couple of photos for reference too. The food was really really good at the buffet and snack bar and we thought the verity of alcohol provided on the all inclusive was good. The staff were friendly but there wasn’t enough staff and they couldn’t keep up with how many people were there. I personally wouldn’t recommend to anyone looking for luxury to stay here and agree with the below comments that this is an equivalent of a European 3 star hotel. Finally, it seems that the management and staff prioritise the returning customers which is such a shame as if they put the effort in to new customers (especially ones who have spent a considerable amount of money on honeymoons) too along with a few touch ups, they’d receive better reviews.",negative,i have such mixed feeling about this hotel but im confident in saying that this is not up to the standard of a star we stopped here for the last week of our week trip to sri lanka for our honeymoon and on arrival to the hotel from the lobbymain gate it looked exceptional on arrival to our deluxe room we were instantly disappointed the room apparently had just been refurbished which i found really hard to believe the shower wa covered in limescale and the room wa tiny after a bit of a battle we were finally allocated another room this room wa slightly bigger but the bathroom wa once again the bathroom wa again covered in limescale half decorated very basic and we couldnt see anything deluxe or star about it earlier in the week we stayed in a deluxe room at a sister hotel heritance kandalama and the room there had an amazing view whirlpool bath amazing decor so a you can imagine we were really disappointed with this room ive attached a couple of photo for reference too the food wa really really good at the buffet and snack bar and we thought the verity of alcohol provided on the all inclusive wa good the staff were friendly but there wasnt enough staff and they couldnt keep up with how many people were there i personally wouldnt recommend to anyone looking for luxury to stay here and agree with the below comment that this is an equivalent of a european star hotel finally it seems that the management and staff prioritise the returning customer which is such a shame a if they put the effort in to new customer especially one who have spent a considerable amount of money on honeymoon too along with a few touch ups theyd receive better review,1725,311,4.54983922829582,4,0.9662,0.108,0.058,0.834,0.14675324675324677,0.5564393939393941
"I used to be very pleased with service and product. Today after 4 month I come again but the place has changed. Now be careful if your bill. A waiter asked me you know how many beer you have consumed, my answer yes; 3. Waiter no 4.well it is only 3 and this is fraud attempted by the staff. They had to admit that yes only 3 beer was served so why have this stupid discussion trying to make me pay for something not consumed. Very disappointed.",negative,i used to be very pleased with service and product today after month i come again but the place ha changed now be careful if your bill a waiter asked me you know how many beer you have consumed my answer yes waiter no well it is only and this is fraud attempted by the staff they had to admit that yes only beer wa served so why have this stupid discussion trying to make me pay for something not consumed very disappointed,444,87,4.114942528735632,0,-0.038,0.155,0.138,0.706,-0.10357142857142856,0.9249999999999999
Too many things wrong made for an uncomfortable stay,negative,too many thing wrong made for an uncomfortable stay,52,9,4.888888888888889,0,-0.6908,0.0,0.449,0.551,-0.16666666666666666,0.7999999999999999
