text,action,category,cleaned_text,char_count,word_count,sentiment_score
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
Review: They couldn't find my booking atomic number 49 the system.,Review Check-in Process,Services,review they couldnt find my booking atomic number the system,52,9,0
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
Review: They couldn't find my book in the system.,Review Check-in Process,Services,review they couldnt find my book in the system,52,9,0
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
Review: They couldn't notice my booking in the system.,Review Check-in Process,Services,review they couldnt notice my booking in the system,52,9,0
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
"Need better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,need better lighting the room is too dim,42,8,0
"Need better lighting, the room is besides dim.",Upgrade Room Amenities,Rooms,need better lighting the room is besides dim,42,8,0
"postulate better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,postulate better lighting the room is too dim,42,8,0
"Need better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,need better lighting the room is too dim,42,8,0
"postulate better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,postulate better lighting the room is too dim,42,8,0
"Need better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,need better lighting the room is too dim,42,8,0
"Need better lighting, the room is as well dim.",Upgrade Room Amenities,Rooms,need better lighting the room is a well dim,42,8,0
"Need better lighting, the way be too dim.",Upgrade Room Amenities,Rooms,need better lighting the way be too dim,42,8,0
"Need serious lighting, the room is also dim.",Upgrade Room Amenities,Rooms,need serious lighting the room is also dim,42,8,0
"Need better lighting, the board is excessively dim.",Upgrade Room Amenities,Rooms,need better lighting the board is excessively dim,42,8,0
"Need better lighting, the way is too dim.",Upgrade Room Amenities,Rooms,need better lighting the way is too dim,42,8,0
elliptical machine makes a squeaking sound.,Update Gym Equipment,Recreation,elliptical machine make a squeaking sound,43,6,0
elliptical machine make a squeaking sound.,Update Gym Equipment,Recreation,elliptical machine make a squeaking sound,43,6,0
elliptic machine makes a squeaking sound.,Update Gym Equipment,Recreation,elliptic machine make a squeaking sound,43,6,0
elliptical machine make a squeaking sound.,Update Gym Equipment,Recreation,elliptical machine make a squeaking sound,43,6,0
elliptical machine crap a squeaking sound.,Update Gym Equipment,Recreation,elliptical machine crap a squeaking sound,43,6,0
oval machine makes a squeaking sound.,Update Gym Equipment,Recreation,oval machine make a squeaking sound,43,6,0
elliptical simple machine makes a squeaking sound.,Update Gym Equipment,Recreation,elliptical simple machine make a squeaking sound,43,6,0
elliptical machine makes A squeaking sound.,Update Gym Equipment,Recreation,elliptical machine make a squeaking sound,43,6,0
elliptical motorcar makes a squeaking sound.,Update Gym Equipment,Recreation,elliptical motorcar make a squeaking sound,43,6,0
elliptical machine makes type A squeaking sound.,Update Gym Equipment,Recreation,elliptical machine make type a squeaking sound,43,6,0
elliptical machine makes a squeaky sound.,Update Gym Equipment,Recreation,elliptical machine make a squeaky sound,43,6,0
Saw a cockroach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a cockroach near the kitchen entrance terrible,52,8,-1
insure a cockroach nigh the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,insure a cockroach nigh the kitchen entrance terrible,52,8,-1
Saw a cockroach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a cockroach near the kitchen entrance terrible,52,8,-1
Saw a cockroach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a cockroach near the kitchen entrance terrible,52,8,-1
Saw A cockroach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a cockroach near the kitchen entrance terrible,52,8,-1
Saw a roach nearly the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a roach nearly the kitchen entrance terrible,52,8,-1
Saw a roach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a roach near the kitchen entrance terrible,52,8,-1
Saw a cockroach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a cockroach near the kitchen entrance terrible,52,8,-1
byword a cockroach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,byword a cockroach near the kitchen entrance terrible,52,8,-1
Saw a cockroach closely the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a cockroach closely the kitchen entrance terrible,52,8,-1
Saw a cockroach near the kitchen entrance. Terrible.,Inspect Kitchen Hygiene,Food,saw a cockroach near the kitchen entrance terrible,52,8,-1
the hostess was welcoming but the servers were grumpy.,Staff Training (Food),Food,the hostess wa welcoming but the server were grumpy,54,9,0
the hostess was welcoming but the server be grumpy.,Staff Training (Food),Food,the hostess wa welcoming but the server be grumpy,54,9,0
the stewardess was welcoming but the servers were grumpy.,Staff Training (Food),Food,the stewardess wa welcoming but the server were grumpy,54,9,0
the hostess was welcoming merely the servers were grumpy.,Staff Training (Food),Food,the hostess wa welcoming merely the server were grumpy,54,9,0
the hostess was welcoming merely the servers be grumpy.,Staff Training (Food),Food,the hostess wa welcoming merely the server be grumpy,54,9,0
the air hostess represent welcoming but the servers were grumpy.,Staff Training (Food),Food,the air hostess represent welcoming but the server were grumpy,54,9,0
the stewardess was receive but the servers were grumpy.,Staff Training (Food),Food,the stewardess wa receive but the server were grumpy,54,9,0
the hostess was welcoming but the host were grumpy.,Staff Training (Food),Food,the hostess wa welcoming but the host were grumpy,54,9,0
the hostess equal welcoming but the servers were grumpy.,Staff Training (Food),Food,the hostess equal welcoming but the server were grumpy,54,9,0
the stewardess be welcoming but the servers were grumpy.,Staff Training (Food),Food,the stewardess be welcoming but the server were grumpy,54,9,0
the hostess was welcoming just the servers were grumpy.,Staff Training (Food),Food,the hostess wa welcoming just the server were grumpy,54,9,0
Feedback: Everything tastes like frozen food reheated.,Revise Menu Quality,Food,feedback everything taste like frozen food reheated,54,7,0
Feedback: Everything tastes like glacial food reheated.,Revise Menu Quality,Food,feedback everything taste like glacial food reheated,54,7,0
Feedback: Everything tastes care glacial food reheated.,Revise Menu Quality,Food,feedback everything taste care glacial food reheated,54,7,0
Feedback: Everything taste like frozen food reheated.,Revise Menu Quality,Food,feedback everything taste like frozen food reheated,54,7,0
Feedback: Everything tastes same frozen food reheated.,Revise Menu Quality,Food,feedback everything taste same frozen food reheated,54,7,0
Feedback: Everything sample like frozen food reheated.,Revise Menu Quality,Food,feedback everything sample like frozen food reheated,54,7,0
Feedback: Everything tastes like freeze food reheated.,Revise Menu Quality,Food,feedback everything taste like freeze food reheated,54,7,0
Feedback: Everything tastes like frozen intellectual nourishment reheated.,Revise Menu Quality,Food,feedback everything taste like frozen intellectual nourishment reheated,54,7,0
Feedback: Everything mouthful like frozen nutrient reheated.,Revise Menu Quality,Food,feedback everything mouthful like frozen nutrient reheated,54,7,0
Feedback: Everything tastes like frozen food for thought reheated.,Revise Menu Quality,Food,feedback everything taste like frozen food for thought reheated,54,7,0
Feedback: Everything tastes like fixed solid food reheated.,Revise Menu Quality,Food,feedback everything taste like fixed solid food reheated,54,7,0
water looked stagnant and dirty.,Pool Maintenance,Recreation,water looked stagnant and dirty,32,5,-1
weewee looked stagnant and dirty.,Pool Maintenance,Recreation,weewee looked stagnant and dirty,32,5,-1
piddle looked stagnant and dirty.,Pool Maintenance,Recreation,piddle looked stagnant and dirty,32,5,-1
water look stagnant and dirty.,Pool Maintenance,Recreation,water look stagnant and dirty,32,5,-1
water looked stagnant and dirty.,Pool Maintenance,Recreation,water looked stagnant and dirty,32,5,-1
water looked stagnant and dirty.,Pool Maintenance,Recreation,water looked stagnant and dirty,32,5,-1
H2O looked stagnant and dirty.,Pool Maintenance,Recreation,ho looked stagnant and dirty,32,5,-1
water look stagnant and dirty.,Pool Maintenance,Recreation,water look stagnant and dirty,32,5,-1
water looked stagnant and dirty.,Pool Maintenance,Recreation,water looked stagnant and dirty,32,5,-1
water looked stagnant and dirty.,Pool Maintenance,Recreation,water looked stagnant and dirty,32,5,-1
water looked stagnant and dirty.,Pool Maintenance,Recreation,water looked stagnant and dirty,32,5,-1
"Honestly, they refused to accept my voucher.",Compensate Guest,Food,honestly they refused to accept my voucher,44,7,0
"Honestly, they refused to have my voucher.",Compensate Guest,Food,honestly they refused to have my voucher,44,7,0
"Honestly, they refused to accept my voucher.",Compensate Guest,Food,honestly they refused to accept my voucher,44,7,0
"Honestly, they pooh-pooh to accept my voucher.",Compensate Guest,Food,honestly they poohpooh to accept my voucher,44,7,0
"Honestly, they refused to take over my voucher.",Compensate Guest,Food,honestly they refused to take over my voucher,44,7,0
"Honestly, they refused to accept my voucher.",Compensate Guest,Food,honestly they refused to accept my voucher,44,7,0
"Honestly, they refused to accept my voucher.",Compensate Guest,Food,honestly they refused to accept my voucher,44,7,0
"Honestly, they refuse to accept my voucher.",Compensate Guest,Food,honestly they refuse to accept my voucher,44,7,0
"Honestly, they refused to accept my voucher.",Compensate Guest,Food,honestly they refused to accept my voucher,44,7,0
"Honestly, they refused to accept my voucher.",Compensate Guest,Food,honestly they refused to accept my voucher,44,7,0
"Honestly, they refused to accept my voucher.",Compensate Guest,Food,honestly they refused to accept my voucher,44,7,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, system crash during check-in.",Review Check-in Process,Services,honestly system crash during checkin,41,5,0
"Honestly, system doss down during check-in.",Review Check-in Process,Services,honestly system dos down during checkin,41,5,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, scheme crashed during check-in.",Review Check-in Process,Services,honestly scheme crashed during checkin,41,5,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, system crashed during check-in.",Review Check-in Process,Services,honestly system crashed during checkin,41,5,0
"Honestly, the bill included a service charge that was not mentioned.",Compensate Guest,Food,honestly the bill included a service charge that wa not mentioned,68,11,0
"Honestly, the neb included a service charge that was non mentioned.",Compensate Guest,Food,honestly the neb included a service charge that wa non mentioned,68,11,0
"Honestly, the posting include a service send that was not mentioned.",Compensate Guest,Food,honestly the posting include a service send that wa not mentioned,68,11,0
"Honestly, the billhook included A service charge that be not mentioned.",Compensate Guest,Food,honestly the billhook included a service charge that be not mentioned,68,11,0
"Honestly, the bill included ampere service post that was not mentioned.",Compensate Guest,Food,honestly the bill included ampere service post that wa not mentioned,68,11,0
"Honestly, the bill admit a service care that was not mentioned.",Compensate Guest,Food,honestly the bill admit a service care that wa not mentioned,68,11,0
"Honestly, the bill included group A service charge that was not mentioned.",Compensate Guest,Food,honestly the bill included group a service charge that wa not mentioned,68,11,0
"Honestly, the bill included A service charge that make up non mentioned.",Compensate Guest,Food,honestly the bill included a service charge that make up non mentioned,68,11,0
"Honestly, the bill include a avail charge that was not mentioned.",Compensate Guest,Food,honestly the bill include a avail charge that wa not mentioned,68,11,0
"Honestly, the bill let in a help charge that was not mentioned.",Compensate Guest,Food,honestly the bill let in a help charge that wa not mentioned,68,11,0
"Honestly, the handbill included a service billing that constitute not mentioned.",Compensate Guest,Food,honestly the handbill included a service billing that constitute not mentioned,68,11,0
Activity director was rude to the guests.,Recreation Staff Review,Recreation,activity director wa rude to the guest,41,7,-1
activity director be rude to the guests.,Recreation Staff Review,Recreation,activity director be rude to the guest,41,7,-1
activity director was rude to the guests.,Recreation Staff Review,Recreation,activity director wa rude to the guest,41,7,-1
Activity music director was rude to the guests.,Recreation Staff Review,Recreation,activity music director wa rude to the guest,41,7,-1
Activity director constitute rude to the guests.,Recreation Staff Review,Recreation,activity director constitute rude to the guest,41,7,-1
Activity director embody rude to the guests.,Recreation Staff Review,Recreation,activity director embody rude to the guest,41,7,-1
activity director was rude to the guests.,Recreation Staff Review,Recreation,activity director wa rude to the guest,41,7,-1
Activity director was rude to the guests.,Recreation Staff Review,Recreation,activity director wa rude to the guest,41,7,-1
Activity music director was rude to the guests.,Recreation Staff Review,Recreation,activity music director wa rude to the guest,41,7,-1
Activity director was rude to the guests.,Recreation Staff Review,Recreation,activity director wa rude to the guest,41,7,-1
Activity managing director was rude to the guests.,Recreation Staff Review,Recreation,activity managing director wa rude to the guest,41,7,-1
"Honestly, curtains were dusty and triggered my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were dusty and triggered my allergy,57,8,0
"Honestly, curtain were dusty and triggered my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were dusty and triggered my allergy,57,8,0
"Honestly, curtains were dusty and trigger off my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were dusty and trigger off my allergy,57,8,0
"Honestly, mantle were dusty and triggered my allergies.",Deep Clean & Maintenance,Rooms,honestly mantle were dusty and triggered my allergy,57,8,0
"Honestly, curtains were moth-eaten and triggered my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were motheaten and triggered my allergy,57,8,0
"Honestly, curtains were dusty and touch off my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were dusty and touch off my allergy,57,8,0
"Honestly, curtain were dusty and touch off my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were dusty and touch off my allergy,57,8,0
"Honestly, curtain be dusty and triggered my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain be dusty and triggered my allergy,57,8,0
"Honestly, curtains were dusty and triggered my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were dusty and triggered my allergy,57,8,0
"Honestly, pall were moth-eaten and triggered my allergies.",Deep Clean & Maintenance,Rooms,honestly pall were motheaten and triggered my allergy,57,8,0
"Honestly, curtain were dusty and actuate my allergies.",Deep Clean & Maintenance,Rooms,honestly curtain were dusty and actuate my allergy,57,8,0
Review: Cable machine is stuck and dangerous.,Update Gym Equipment,Recreation,review cable machine is stuck and dangerous,45,7,0
Review: transmission line machine is stuck and dangerous.,Update Gym Equipment,Recreation,review transmission line machine is stuck and dangerous,45,7,0
Review: telegraph machine is bond and dangerous.,Update Gym Equipment,Recreation,review telegraph machine is bond and dangerous,45,7,0
Review: Cable political machine is stuck and dangerous.,Update Gym Equipment,Recreation,review cable political machine is stuck and dangerous,45,7,0
Review: line machine is stuck and dangerous.,Update Gym Equipment,Recreation,review line machine is stuck and dangerous,45,7,0
Review: Cable simple machine is stuck and dangerous.,Update Gym Equipment,Recreation,review cable simple machine is stuck and dangerous,45,7,0
Review: cable length machine is beat and dangerous.,Update Gym Equipment,Recreation,review cable length machine is beat and dangerous,45,7,0
Review: Cable machine is stuck and dangerous.,Update Gym Equipment,Recreation,review cable machine is stuck and dangerous,45,7,0
Review: Cable simple machine is stuck and dangerous.,Update Gym Equipment,Recreation,review cable simple machine is stuck and dangerous,45,7,0
Review: overseas telegram machine is stuck and dangerous.,Update Gym Equipment,Recreation,review overseas telegram machine is stuck and dangerous,45,7,0
Review: cable machine is stuck and dangerous.,Update Gym Equipment,Recreation,review cable machine is stuck and dangerous,45,7,0
Action needed: They couldn't find my booking in the system.,Review Check-in Process,Services,action needed they couldnt find my booking in the system,59,10,0
Action needed: They couldn't find my engagement in the system.,Review Check-in Process,Services,action needed they couldnt find my engagement in the system,59,10,0
Action needed: They couldn't find my booking inwards the system.,Review Check-in Process,Services,action needed they couldnt find my booking inwards the system,59,10,0
Action needed: They couldn't find my booking in the system.,Review Check-in Process,Services,action needed they couldnt find my booking in the system,59,10,0
accomplish needed: They couldn't find my booking in the system.,Review Check-in Process,Services,accomplish needed they couldnt find my booking in the system,59,10,0
Action needed: They couldn't find my reservation Hoosier State the system.,Review Check-in Process,Services,action needed they couldnt find my reservation hoosier state the system,59,10,0
Action needed: They couldn't find my booking in the system.,Review Check-in Process,Services,action needed they couldnt find my booking in the system,59,10,0
Action needed: They couldn't feel my booking in the system.,Review Check-in Process,Services,action needed they couldnt feel my booking in the system,59,10,0
Action needed: They couldn't find my booking In the system.,Review Check-in Process,Services,action needed they couldnt find my booking in the system,59,10,0
natural action needed: They couldn't discover my booking in the system.,Review Check-in Process,Services,natural action needed they couldnt discover my booking in the system,59,10,0
Action needed: They couldn't find my booking Hoosier State the system.,Review Check-in Process,Services,action needed they couldnt find my booking hoosier state the system,59,10,0
Action needed: Unprofessional behavior from the night manager.,Disciplinary Action,Services,action needed unprofessional behavior from the night manager,62,8,0
Action needed: Unprofessional behavior from the dark manager.,Disciplinary Action,Services,action needed unprofessional behavior from the dark manager,62,8,0
Action needed: Unprofessional behavior from the night manager.,Disciplinary Action,Services,action needed unprofessional behavior from the night manager,62,8,0
action needed: Unprofessional behavior from the night manager.,Disciplinary Action,Services,action needed unprofessional behavior from the night manager,62,8,0
Action needed: unprofessional behavior from the night manager.,Disciplinary Action,Services,action needed unprofessional behavior from the night manager,62,8,0
Action needed: Unprofessional behavior from the night manager.,Disciplinary Action,Services,action needed unprofessional behavior from the night manager,62,8,0
Action needed: Unprofessional behavior from the nighttime manager.,Disciplinary Action,Services,action needed unprofessional behavior from the nighttime manager,62,8,0
Action needed: Unprofessional demeanour from the night manager.,Disciplinary Action,Services,action needed unprofessional demeanour from the night manager,62,8,0
Action needed: unprofessional behavior from the night manager.,Disciplinary Action,Services,action needed unprofessional behavior from the night manager,62,8,0
action needed: Unprofessional behavior from the Nox manager.,Disciplinary Action,Services,action needed unprofessional behavior from the nox manager,62,8,0
Action needed: Unprofessional behavior from the night manager.,Disciplinary Action,Services,action needed unprofessional behavior from the night manager,62,8,0
"dust everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially under the bed,42,6,0
"scatter everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,scatter everywhere especially under the bed,42,6,0
"dust everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially under the bed,42,6,0
"dust everywhere, especially nether the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially nether the bed,42,6,0
"sprinkle everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,sprinkle everywhere especially under the bed,42,6,0
"dust everywhere, especially below the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially below the bed,42,6,0
"dust everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially under the bed,42,6,0
"sprinkle everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,sprinkle everywhere especially under the bed,42,6,0
"dust everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially under the bed,42,6,0
"rubble everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,rubble everywhere especially under the bed,42,6,0
"dust everywhere, especially below the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially below the bed,42,6,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
the steak be tough and flavorless.,Revise Menu Quality,Food,the steak be tough and flavorless,35,6,0
the steak was hoodlum and flavorless.,Revise Menu Quality,Food,the steak wa hoodlum and flavorless,35,6,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
the steak be tough and flavorless.,Revise Menu Quality,Food,the steak be tough and flavorless,35,6,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
the steak be tough and flavorless.,Revise Menu Quality,Food,the steak be tough and flavorless,35,6,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
Review: We were promised a complimentary drink but never got it.,Compensate Guest,Food,review we were promised a complimentary drink but never got it,64,11,0
Review: We were promise a complimentary drink but never have it.,Compensate Guest,Food,review we were promise a complimentary drink but never have it,64,11,0
Review: We were promised a complimentary drink simply never got it.,Compensate Guest,Food,review we were promised a complimentary drink simply never got it,64,11,0
Review: We were promised a complimentary drink simply never got it.,Compensate Guest,Food,review we were promised a complimentary drink simply never got it,64,11,0
Review: We live promised a complimentary drink but never get it.,Compensate Guest,Food,review we live promised a complimentary drink but never get it,64,11,0
Review: We cost promise a complimentary drink but never get it.,Compensate Guest,Food,review we cost promise a complimentary drink but never get it,64,11,0
Review: We represent promised a complimentary potable just never got it.,Compensate Guest,Food,review we represent promised a complimentary potable just never got it,64,11,0
Review: We exist promised a complimentary drink but never got it.,Compensate Guest,Food,review we exist promised a complimentary drink but never got it,64,11,0
Review: We were promised type A complimentary drink merely never got it.,Compensate Guest,Food,review we were promised type a complimentary drink merely never got it,64,11,0
Review: We were promised adenine complimentary drink but ne'er got it.,Compensate Guest,Food,review we were promised adenine complimentary drink but neer got it,64,11,0
Review: We glucinium prognosticate a complimentary drink but never got it.,Compensate Guest,Food,review we glucinium prognosticate a complimentary drink but never got it,64,11,0
Action needed: The server was rude when I asked for water.,Staff Training (Food),Food,action needed the server wa rude when i asked for water,58,11,-1
Action needed: The waiter was rude when I require for water.,Staff Training (Food),Food,action needed the waiter wa rude when i require for water,58,11,-1
Action needed: The host was ill-bred when I asked for water.,Staff Training (Food),Food,action needed the host wa illbred when i asked for water,58,11,-1
Action needed: The waiter be rude when one asked for water.,Staff Training (Food),Food,action needed the waiter be rude when one asked for water,58,11,-1
Action needed: The server was underbred when I expect for water.,Staff Training (Food),Food,action needed the server wa underbred when i expect for water,58,11,-1
Action needed: The server was rude when one inquire for water.,Staff Training (Food),Food,action needed the server wa rude when one inquire for water,58,11,-1
Action needed: The host was rude when I take for water.,Staff Training (Food),Food,action needed the host wa rude when i take for water,58,11,-1
Action needed: The server be ill-bred when iodine asked for water.,Staff Training (Food),Food,action needed the server be illbred when iodine asked for water,58,11,-1
Action needed: The server be rude when I asked for water.,Staff Training (Food),Food,action needed the server be rude when i asked for water,58,11,-1
Action needed: The server was rude when single asked for water.,Staff Training (Food),Food,action needed the server wa rude when single asked for water,58,11,-1
Action needed: The server was rude when I asked for water.,Staff Training (Food),Food,action needed the server wa rude when i asked for water,58,11,-1
Not happy. Flies buzzing around the room constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the room constantly,52,8,0
Not happy. Flies buzzing just about the room constantly.,Pest Control Investigation,Rooms,not happy fly buzzing just about the room constantly,52,8,0
Not happy. Flies buzzing around the elbow room constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the elbow room constantly,52,8,0
not happy. Flies buzzing around the room constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the room constantly,52,8,0
not happy. Flies buzzing around the room constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the room constantly,52,8,0
Not happy. fly buzz around the room constantly.,Pest Control Investigation,Rooms,not happy fly buzz around the room constantly,52,8,0
Not happy. Flies buzzing around the way constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the way constantly,52,8,0
Not happy. Flies buzzing around the room constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the room constantly,52,8,0
Not happy. Flies buzz close to the room constantly.,Pest Control Investigation,Rooms,not happy fly buzz close to the room constantly,52,8,0
not happy. Flies buzzing around the room constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the room constantly,52,8,0
Not happy. Flies buzzing around the board constantly.,Pest Control Investigation,Rooms,not happy fly buzzing around the board constantly,52,8,0
The steak was tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa tough and flavorless terrible,45,7,-1
The steak was tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa tough and flavorless terrible,45,7,-1
The steak was tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa tough and flavorless terrible,45,7,-1
The steak was tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa tough and flavorless terrible,45,7,-1
The steak was tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa tough and flavorless terrible,45,7,-1
The steak was baffling and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa baffling and flavorless terrible,45,7,-1
The steak represent tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak represent tough and flavorless terrible,45,7,-1
The steak was tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa tough and flavorless terrible,45,7,-1
The steak was baffling and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa baffling and flavorless terrible,45,7,-1
The steak was hard and flavorless. Terrible.,Revise Menu Quality,Food,the steak wa hard and flavorless terrible,45,7,-1
The steak cost tough and flavorless. Terrible.,Revise Menu Quality,Food,the steak cost tough and flavorless terrible,45,7,-1
Not happy. Yoga mats are torn and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are torn and dirty,40,8,-1
Not happy. Yoga mats are deplumate and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are deplumate and dirty,40,8,-1
Not happy. yoga mats are tear and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are tear and dirty,40,8,-1
Not happy. Yoga mats ar deplumate and dirty.,Update Gym Equipment,Recreation,not happy yoga mat ar deplumate and dirty,40,8,-1
Not happy. yoga mats are tear and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are tear and dirty,40,8,-1
not happy. Yoga mats are torn and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are torn and dirty,40,8,-1
Not happy. Yoga mat are shoot and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are shoot and dirty,40,8,-1
Not happy. Yoga mats follow torn and dirty.,Update Gym Equipment,Recreation,not happy yoga mat follow torn and dirty,40,8,-1
Not happy. Yoga mats be torn and dirty.,Update Gym Equipment,Recreation,not happy yoga mat be torn and dirty,40,8,-1
Not happy. Yoga mats are displume and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are displume and dirty,40,8,-1
Not happy. yoga mats are torn and dirty.,Update Gym Equipment,Recreation,not happy yoga mat are torn and dirty,40,8,-1
Review: Housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: Housekeeper slip money from my wallet.,Disciplinary Action,Services,review housekeeper slip money from my wallet,47,7,0
Review: Housekeeper steal money from my wallet.,Disciplinary Action,Services,review housekeeper steal money from my wallet,47,7,0
Review: Housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: Housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: Housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: Housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: Housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: Housekeeper steal money from my wallet.,Disciplinary Action,Services,review housekeeper steal money from my wallet,47,7,0
Review: Housekeeper steal money from my wallet.,Disciplinary Action,Services,review housekeeper steal money from my wallet,47,7,0
We were promised a complimentary drink but never got it.,Compensate Guest,Food,we were promised a complimentary drink but never got it,56,10,0
We were call a gratis potable but never got it.,Compensate Guest,Food,we were call a gratis potable but never got it,56,10,0
